concept_id,canonical_name,medical_category,severity_weight,emergency_weight,urgent_weight,danger_sign,alias,alias_type,status
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit ang dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit akon dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"naga pitik dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ano ang buhaton gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ano ang buhaton nga gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"basin gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"basin nga gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,chestpain,synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"daw gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"daw nga gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"doc masakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga pito dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ga sakit dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasaket dughan ako",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasaket dughan akon gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasaket dughan akon subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasaket dughan ko gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasaket dughan ko man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan acun gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan acun subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ako",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan akon gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan akon subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ko gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ko man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ku gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan ku man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"gasakit dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan acun gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan acun subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ako",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan akon gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan akon subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ko gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ko man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ku gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan ku man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit ang dibdib ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan acun gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan acun subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ako",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan akon gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan akon subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ko gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ko man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ku gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan ku man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"perme gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"perme nga gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"posible gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"posible nga gasakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan acun gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan acun subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ako",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan akon gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan akon subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ko gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ko man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ku gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan ku man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid akon dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid dughan akon",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid dughan gid ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid dughan man",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit gid dughan subong",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit sa dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"daw may gahugot sa dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan nagakalat sa abaga",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan kag nagasinghot",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit tuo dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit wala dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"pig-ot dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit sang dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"hapdi ang dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit ang dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"ginasakit ang dughan ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"may sakit sa dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit dughan gid",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit sa dughan",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"sakit sa dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit ang dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"pananakit ng dibdib",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"masakit dibdib ko",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,chest_pain,concept_id,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"pain in chest",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"pain chest",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"heavy chest",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"tight chest",synonym,active
chest_pain,"Chest Pain",cardiovascular,10,10,0,yes,"pressure in chest",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"vomiting blood",canonical,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,hematemesis,synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"blood in vomit",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"bloody vomit",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"may dugo sa suka",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"nagsuka dugo",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"dugo sa akon suka",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"dugo sa suka",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"nagsuka sang dugo",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,"nagsusuka ng dugo",synonym,active
vomiting_blood,"Vomiting Blood",gastrointestinal,12,12,0,yes,vomiting_blood,concept_id,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"coughing blood",canonical,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,hemoptysis,synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"blood in sputum",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"bloody cough",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"nagauba dugo",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"nagasinghot blood",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"dugo sa ubo",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"ginaubo dugo",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"umuubo ng dugo",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,"may dugo sa plema",synonym,active
coughing_blood,"Coughing Blood",respiratory,12,12,0,yes,coughing_blood,concept_id,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"severe bleeding",canonical,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"uncontrolled bleeding",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"massive bleeding",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,hemorrhage,synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"heavy bleeding",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"uncontrolled hemorrhage",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"grabe nagadugo",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"indi mapunggan ang dugo",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"grabe gid nagadugo",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"nagdugo liwat sing grabe",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"matinding pagdurugo",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,"hindi mapigil ang pagdurugo",synonym,active
severe_bleeding,"Severe Bleeding",trauma,12,12,0,yes,severe_bleeding,concept_id,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,unconscious,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"loss of consciousness",canonical,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"passed out",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,unresponsive,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,fainted,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,syncope,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,collapse,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,blackout,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"nadulaan malay",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,nagpunaw,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"wala malay",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"nag collapse",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"nawalan ng malay",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,himatay,synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,"walang malay",synonym,active
loss_of_consciousness,"Loss of Consciousness",neurological,20,20,0,yes,loss_of_consciousness,concept_id,active
seizure,Seizure,neurological,15,15,0,yes,seizure,canonical,active
seizure,Seizure,neurological,15,15,0,yes,convulsion,synonym,active
seizure,Seizure,neurological,15,15,0,yes,fit,synonym,active
seizure,Seizure,neurological,15,15,0,yes,convulsions,synonym,active
seizure,Seizure,neurological,15,15,0,yes,"seizure activity",synonym,active
seizure,Seizure,neurological,15,15,0,yes,naguyam,synonym,active
seizure,Seizure,neurological,15,15,0,yes,ginsuyam,synonym,active
seizure,Seizure,neurological,15,15,0,yes,nagauyam,synonym,active
seizure,Seizure,neurological,15,15,0,yes,kombulsyon,synonym,active
seizure,Seizure,neurological,15,15,0,yes,"naguyam ko",synonym,active
seizure,Seizure,neurological,15,15,0,yes,"naguyam ko kag wala ko maka-agi",synonym,active
seizure,Seizure,neurological,15,15,0,yes,"naguyam ku",synonym,active
seizure,Seizure,neurological,15,15,0,yes,nag-uyam,synonym,active
seizure,Seizure,neurological,15,15,0,yes,"nag convulsion",synonym,active
seizure,Seizure,neurological,15,15,0,yes,nagakonvulsyon,synonym,active
seizure,Seizure,neurological,15,15,0,yes,"atake bakukang",synonym,active
seizure,Seizure,neurological,15,15,0,yes,"nagakagat dila",synonym,active
seizure,Seizure,neurological,15,15,0,yes,"naguyam liwat-liwag",synonym,active
seizure,Seizure,neurological,15,15,0,yes,nanginginig,synonym,active
seizure,Seizure,neurological,15,15,0,yes,kumbulsyon,synonym,active
seizure,Seizure,neurological,15,15,0,yes,pagkakumbulsyon,synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,stroke,synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"facial droop",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"arm weakness",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"speech difficulty",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"slurred speech",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"one sided weakness",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"FAST symptoms",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"cerebrovascular symptoms",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"indi makahambal",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"indi makabaton sang kamot",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"luya isa ka bahin",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"hirap magsalita",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"mahina ang isang braso",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"nakasimangot ang mukha",synonym,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,"Stroke Symptoms",canonical,active
stroke_symptoms,"Stroke Symptoms",neurological,15,15,0,yes,stroke_symptoms,concept_id,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,anaphylaxis,synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"severe allergic reaction",canonical,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"throat swelling",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"allergic shock",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"anaphylactic reaction",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"severe allergy",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"gahubag lawas kag budlay magginhawa",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"hubag tutunlan",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"matinding allergy",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,"namamaga ang lalamunan",synonym,active
severe_allergic_reaction,"Severe Allergic Reaction",allergy,15,15,0,yes,severe_allergic_reaction,concept_id,active
confusion,Confusion,neurological,10,10,0,yes,confusion,canonical,active
confusion,Confusion,neurological,10,10,0,yes,disoriented,synonym,active
confusion,Confusion,neurological,10,10,0,yes,"altered mental status",synonym,active
confusion,Confusion,neurological,10,10,0,yes,delirium,synonym,active
confusion,Confusion,neurological,10,10,0,yes,confused,synonym,active
confusion,Confusion,neurological,10,10,0,yes,"not making sense",synonym,active
confusion,Confusion,neurological,10,10,0,yes,nagakalibog,synonym,active
confusion,Confusion,neurological,10,10,0,yes,"indi makahibalo",synonym,active
confusion,Confusion,neurological,10,10,0,yes,"lain pamatyag ulo",synonym,active
confusion,Confusion,neurological,10,10,0,yes,"daw indi ko makilala ang tawo",synonym,active
confusion,Confusion,neurological,10,10,0,yes,nalilito,synonym,active
confusion,Confusion,neurological,10,10,0,yes,"hindi alam kung nasaan",synonym,active
confusion,Confusion,neurological,10,10,0,yes,"magulo ang isip",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"severe dehydration",canonical,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"cannot keep fluids",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"no urine",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"sunken eyes",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"dehydration severe",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"grabe ka-uga",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"wala ihi",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"luya gid tungod wala tubig",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"sobra nagsuka kag wala ihi",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"matinding dehydration",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"walang ihi",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,"lubhang tuhog",synonym,active
severe_dehydration,"Severe Dehydration",general,10,10,0,yes,severe_dehydration,concept_id,active
poisoning,Poisoning,toxicology,15,15,0,yes,poisoning,canonical,active
poisoning,Poisoning,toxicology,15,15,0,yes,poison,synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"ingested toxin",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,overdose,synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"toxic ingestion",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"chemical poisoning",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"naka-inom lason",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nakainom sang lason",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,lasón,synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"naka-inom ko sang lason",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nainom bleach",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nainom kerosene",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nainom sang rat poison",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nainom sang insecticide",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,"nakainom ng lason",synonym,active
poisoning,Poisoning,toxicology,15,15,0,yes,pagkalason,synonym,active
burns,Burns,trauma,8,8,4,yes,burn,synonym,active
burns,Burns,trauma,8,8,4,yes,burns,canonical,active
burns,Burns,trauma,8,8,4,yes,scald,synonym,active
burns,Burns,trauma,8,8,4,yes,burned,synonym,active
burns,Burns,trauma,8,8,4,yes,"thermal burn",synonym,active
burns,Burns,trauma,8,8,4,yes,"scald injury",synonym,active
burns,Burns,trauma,8,8,4,yes,nasunog,synonym,active
burns,Burns,trauma,8,8,4,yes,"nasunog lawas",synonym,active
burns,Burns,trauma,8,8,4,yes,napaso,synonym,active
burns,Burns,trauma,8,8,4,yes,paso,synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,suicidal,synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,suicide,synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"want to die",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"kill myself",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"self harm",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"suicidal ideation",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"thoughts of self-harm",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"gusto magpakamatay",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"gusto ko magpakamatay",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"nais magpakamatay",synonym,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,"Suicidal Thoughts",canonical,active
suicidal_thoughts,"Suicidal Thoughts",mental_health,20,20,0,yes,suicidal_thoughts,concept_id,active
rash,Rash,dermatological,1,0,1,no,rash,canonical,active
rash,Rash,dermatological,1,0,1,no,"skin rash",synonym,active
rash,Rash,dermatological,1,0,1,no,hives,synonym,active
rash,Rash,dermatological,1,0,1,no,urticaria,synonym,active
rash,Rash,dermatological,1,0,1,no,"skin eruption",synonym,active
rash,Rash,dermatological,1,0,1,no,panganud,synonym,active
rash,Rash,dermatological,1,0,1,no,"gahubag panit",synonym,active
rash,Rash,dermatological,1,0,1,no,kalapata,synonym,active
rash,Rash,dermatological,1,0,1,no,pantal,synonym,active
rash,Rash,dermatological,1,0,1,no,ginapantal,synonym,active
rash,Rash,dermatological,1,0,1,no,pamamantal,synonym,active
rash,Rash,dermatological,1,0,1,no,rashes,synonym,active
rash,Rash,dermatological,1,0,1,no,"gapula lawas ko",synonym,active
rash,Rash,dermatological,1,0,1,no,butlig-butlig,synonym,active
rash,Rash,dermatological,1,0,1,no,"may rashes",synonym,active
rash,Rash,dermatological,1,0,1,no,"may rashes ko",synonym,active
rash,Rash,dermatological,1,0,1,no,bugas,synonym,active
rash,Rash,dermatological,1,0,1,no,"gapula lawas",synonym,active
rash,Rash,dermatological,1,0,1,no,"may pantal",synonym,active
rash,Rash,dermatological,1,0,1,no,"pamumula ng balat",synonym,active
