hiligaynon_term,english_term,medical_category,severity,triage_level,status
gahabok kamot man,hand swelling,Swelling,Medium,urgent,active
gahabok kamot subong,hand swelling,Swelling,Medium,urgent,active
gahabok kuko akon,nail swelling,Swelling,Medium,urgent,active
gahabok kuko akon gid,nail swelling,Swelling,Medium,urgent,active
gahabok kuko gid ko,nail swelling,Swelling,Medium,urgent,active
gahabok kuko ko,nail swelling,Swelling,Medium,urgent,active
gahabok kuko ko gid,nail swelling,Swelling,Medium,urgent,active
gahabok kuko man,nail swelling,Swelling,Medium,urgent,active
gahabok kuko subong,nail swelling,Swelling,Medium,urgent,active
gahabok lawas akon,body swelling,Swelling,Medium,urgent,active
gahabok lawas akon gid,body swelling,Swelling,Medium,urgent,active
gahabok lawas gid ko,body swelling,Swelling,Medium,urgent,active
gahabok lawas ko,body swelling,Swelling,Medium,urgent,active
gahabok lawas ko gid,body swelling,Swelling,Medium,urgent,active
gahabok lawas man,body swelling,Swelling,Medium,urgent,active
gahabok lawas subong,body swelling,Swelling,Medium,urgent,active
gahabok lawi akon,nape swelling,Swelling,Medium,urgent,active
gahabok lawi akon gid,nape swelling,Swelling,Medium,urgent,active
gahabok lawi gid ko,nape swelling,Swelling,Medium,urgent,active
gahabok lawi ko,nape swelling,Swelling,Medium,urgent,active
gahabok lawi ko gid,nape swelling,Swelling,Medium,urgent,active
gahabok lawi man,nape swelling,Swelling,Medium,urgent,active
gahabok lawi subong,nape swelling,Swelling,Medium,urgent,active
gahabok likod akon,back swelling,Swelling,Medium,urgent,active
gahabok likod akon gid,back swelling,Swelling,Medium,urgent,active
gahabok likod gid ko,back swelling,Swelling,Medium,urgent,active
gahabok likod ko,back swelling,Swelling,Medium,urgent,active
gahabok likod ko gid,back swelling,Swelling,Medium,urgent,active
gahabok likod man,back swelling,Swelling,Medium,urgent,active
gahabok likod subong,back swelling,Swelling,Medium,urgent,active
gahabok liog akon,neck swelling,Swelling,Medium,urgent,active
gahabok liog akon gid,neck swelling,Swelling,Medium,urgent,active
gahabok liog gid ko,neck swelling,Swelling,Medium,urgent,active
gahabok liog ko,neck swelling,Swelling,Medium,urgent,active
gahabok liog ko gid,neck swelling,Swelling,Medium,urgent,active
gahabok liog man,neck swelling,Swelling,Medium,urgent,active
gahabok liog subong,neck swelling,Swelling,Medium,urgent,active
gahabok mata akon,eye swelling,Swelling,Medium,urgent,active
gahabok mata akon gid,eye swelling,Swelling,Medium,urgent,active
gahabok mata gid ko,eye swelling,Swelling,Medium,urgent,active
gahabok mata ko,eye swelling,Swelling,Medium,urgent,active
gahabok mata ko gid,eye swelling,Swelling,Medium,urgent,active
gahabok mata man,eye swelling,Swelling,Medium,urgent,active
gahabok mata subong,eye swelling,Swelling,Medium,urgent,active
gahabok ngipon akon,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon akon gid,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon gid ko,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon ko,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon ko gid,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon man,tooth swelling,Swelling,Medium,urgent,active
gahabok ngipon subong,tooth swelling,Swelling,Medium,urgent,active
gahabok paa akon,foot swelling,Swelling,Medium,urgent,active
gahabok paa akon gid,foot swelling,Swelling,Medium,urgent,active
gahabok paa gid ko,foot swelling,Swelling,Medium,urgent,active
gahabok paa ko,foot swelling,Swelling,Medium,urgent,active
gahabok paa ko gid,foot swelling,Swelling,Medium,urgent,active
gahabok paa man,foot swelling,Swelling,Medium,urgent,active
gahabok paa subong,foot swelling,Swelling,Medium,urgent,active
gahabok pilas akon,wound swelling,Swelling,Medium,urgent,active
gahabok pilas akon gid,wound swelling,Swelling,Medium,urgent,active
gahabok pilas gid ko,wound swelling,Swelling,Medium,urgent,active
gahabok pilas ko,wound swelling,Swelling,Medium,urgent,active
gahabok pilas ko gid,wound swelling,Swelling,Medium,urgent,active
gahabok pilas man,wound swelling,Swelling,Medium,urgent,active
gahabok pilas subong,wound swelling,Swelling,Medium,urgent,active
gahabok pisngi akon,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi akon gid,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi gid ko,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi ko,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi ko gid,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi man,facial swelling,Swelling,Medium,urgent,active
gahabok pisngi subong,facial swelling,Swelling,Medium,urgent,active
gahabok siko akon,elbow swelling,Swelling,Medium,urgent,active
gahabok siko akon gid,elbow swelling,Swelling,Medium,urgent,active
gahabok siko gid ko,elbow swelling,Swelling,Medium,urgent,active
gahabok siko ko,elbow swelling,Swelling,Medium,urgent,active
gahabok siko ko gid,elbow swelling,Swelling,Medium,urgent,active
gahabok siko man,elbow swelling,Swelling,Medium,urgent,active
gahabok siko subong,elbow swelling,Swelling,Medium,urgent,active
gahabok tadlong akon,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong akon gid,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong gid ko,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong ko,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong ko gid,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong man,forearm swelling,Swelling,Medium,urgent,active
gahabok tadlong subong,forearm swelling,Swelling,Medium,urgent,active
gahabok tagipusuon akon,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon akon gid,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon gid ko,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon ko,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon ko gid,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon man,heart swelling,Swelling,Medium,urgent,active
gahabok tagipusuon subong,heart swelling,Swelling,Medium,urgent,active
gahabok tai akon,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai akon gid,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai gid ko,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai ko,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai ko gid,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai man,buttocks swelling,Swelling,Medium,urgent,active
gahabok tai subong,buttocks swelling,Swelling,Medium,urgent,active
gahabok tiil akon,foot swelling,Swelling,Medium,urgent,active
gahabok tiil akon gid,foot swelling,Swelling,Medium,urgent,active
gahabok tiil gid ko,foot swelling,Swelling,Medium,urgent,active
gahabok tiil ko,foot swelling,Swelling,Medium,urgent,active
gahabok tiil ko gid,foot swelling,Swelling,Medium,urgent,active
gahabok tiil man,foot swelling,Swelling,Medium,urgent,active
gahabok tiil subong,foot swelling,Swelling,Medium,urgent,active
gahabok tikod akon,heel swelling,Swelling,Medium,urgent,active
gahabok tikod akon gid,heel swelling,Swelling,Medium,urgent,active
gahabok tikod gid ko,heel swelling,Swelling,Medium,urgent,active
gahabok tikod ko,heel swelling,Swelling,Medium,urgent,active
gahabok tikod ko gid,heel swelling,Swelling,Medium,urgent,active
gahabok tikod man,heel swelling,Swelling,Medium,urgent,active
gahabok tikod subong,heel swelling,Swelling,Medium,urgent,active
gahabok titi akon,breast swelling,Swelling,Medium,urgent,active
gahabok titi akon gid,breast swelling,Swelling,Medium,urgent,active
gahabok titi gid ko,breast swelling,Swelling,Medium,urgent,active
gahabok titi ko,breast swelling,Swelling,Medium,urgent,active
gahabok titi ko gid,breast swelling,Swelling,Medium,urgent,active
gahabok titi man,breast swelling,Swelling,Medium,urgent,active
gahabok titi subong,breast swelling,Swelling,Medium,urgent,active
gahabok tiyan akon,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan akon gid,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan gid ko,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan ko,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan ko gid,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan man,abdominal swelling,Swelling,Medium,urgent,active
gahabok tiyan subong,abdominal swelling,Swelling,Medium,urgent,active
gahabok tudlo akon,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo akon gid,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo gid ko,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo ko,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo ko gid,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo man,finger swelling,Swelling,Medium,urgent,active
gahabok tudlo subong,finger swelling,Swelling,Medium,urgent,active
gahabok tuhod akon,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod akon gid,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod gid ko,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod ko,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod ko gid,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod man,knee swelling,Swelling,Medium,urgent,active
gahabok tuhod subong,knee swelling,Swelling,Medium,urgent,active
gahabok tungod acun,throat swelling,Swelling,High,emergency,active
gahabok tungod acun gid,throat swelling,Swelling,High,emergency,active
gahabok tungod akon,throat swelling,Swelling,High,emergency,active
gahabok tungod akon gid,throat swelling,Swelling,High,emergency,active
gahabok tungod gid ko,throat swelling,Swelling,High,emergency,active
gahabok tungod gid ku,throat swelling,Swelling,High,emergency,active
gahabok tungod ko,throat swelling,Swelling,High,emergency,active
gahabok tungod ko gid,throat swelling,Swelling,High,emergency,active
gahabok tungod ku,throat swelling,Swelling,High,emergency,active
gahabok tungod ku gid,throat swelling,Swelling,High,emergency,active
gahabok tungod man,throat swelling,Swelling,High,emergency,active
gahabok tungod subong,throat swelling,Swelling,High,emergency,active
gahabok tungtong akon,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong akon gid,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong gid ko,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong ko,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong ko gid,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong man,ankle swelling,Swelling,Medium,urgent,active
gahabok tungtong subong,ankle swelling,Swelling,Medium,urgent,active
gahabok ulo akon,head swelling,Swelling,Medium,urgent,active
gahabok ulo akon gid,head swelling,Swelling,Medium,urgent,active
gahabok ulo gid ko,head swelling,Swelling,Medium,urgent,active
gahabok ulo ko,head swelling,Swelling,Medium,urgent,active
gahabok ulo ko gid,head swelling,Swelling,Medium,urgent,active
gahabok ulo man,head swelling,Swelling,Medium,urgent,active
gahabok ulo subong,head swelling,Swelling,Medium,urgent,active
gahabok utok akon,brain swelling,Swelling,Medium,urgent,active
gahabok utok akon gid,brain swelling,Swelling,Medium,urgent,active
gahabok utok gid ko,brain swelling,Swelling,Medium,urgent,active
gahabok utok ko,brain swelling,Swelling,Medium,urgent,active
gahabok utok ko gid,brain swelling,Swelling,Medium,urgent,active
gahabok utok man,brain swelling,Swelling,Medium,urgent,active
gahabok utok subong,brain swelling,Swelling,Medium,urgent,active
gahapon gahika ko,cough,Respiratory,Medium,routine,active
gahapon gahubag tiyan ko,abdominal swelling,Gastrointestinal,Medium,urgent,active
gahapon galuya lawas ko,body weakness,General,Medium,routine,active
gahapon gasakit ulo ko,head pain,Pain,Medium,routine,active
gahapon ginadudul-om ko,diarrhea,Gastrointestinal,Medium,routine,active
gahapon ginahilanat ko,fever,General,Medium,routine,active
gahapon may nana akon mata,eye infection,Infection,High,urgent,active
gahapon may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
gahhika ko,cough,Respiratory,Medium,routine,active
gahika ako,cough,Respiratory,Medium,routine,active
gahika gid ko,severe cough,Respiratory,High,urgent,active
gahika gid ko,cough,Respiratory,Medium,routine,active
gahika ko,cough,Respiratory,Medium,routine,active
gahika ko 3 days na,cough,Respiratory,Medium,routine,active
gahika ko 3 ka adlaw,cough,Respiratory,Medium,routine,active
gahika ko 5 ka adlaw,cough,Respiratory,Medium,routine,active
gahika ko bag-o lang,cough,Respiratory,Medium,routine,active
gahika ko dugay na,cough,Respiratory,Medium,routine,active
gahika ko gahapon,cough,Respiratory,Medium,routine,active
gahika ko gid ko,cough,Respiratory,Medium,routine,active
gahika ko kagapon,cough,Respiratory,Medium,routine,active
gahika ko semana na,cough,Respiratory,Medium,routine,active
gahika ko subong lang,cough,Respiratory,Medium,routine,active
gahubag abaga akon,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga akon gid,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga gid ko,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga ko,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga ko gid,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga man,shoulder swelling,Swelling,Medium,urgent,active
gahubag abaga subong,shoulder swelling,Swelling,Medium,urgent,active
gahubag akon abaga,shoulder swelling,Swelling,Medium,urgent,active
gahubag akon atay,liver swelling,Swelling,Medium,urgent,active
gahubag akon awang,jaw swelling,Swelling,Medium,urgent,active
gahubag akon baba,lip swelling,Swelling,Medium,urgent,active
gahubag akon balat,skin swelling,Swelling,Medium,urgent,active
gahubag akon batiis,leg swelling,Swelling,Medium,urgent,active
gahubag akon bato,kidney swelling,Swelling,Medium,urgent,active
gahubag akon baywang,waist swelling,Swelling,Medium,urgent,active
gahubag akon buhok,hair swelling,Swelling,Medium,urgent,active
gahubag akon bukong,forehead swelling,Swelling,Medium,urgent,active
gahubag akon buuk,arm swelling,Swelling,Medium,urgent,active
gahubag akon dalunggan,ear swelling,Swelling,Medium,urgent,active
gahubag akon dila,swollen tongue,Swelling,Medium,urgent,active
gahubag akon dughan,chest swelling,Swelling,Medium,urgent,active
gahubag akon ilong,nasal swelling,Swelling,Medium,urgent,active
gahubag akon kamot,hand swelling,Swelling,Medium,urgent,active
gahubag akon kuko,nail swelling,Swelling,Medium,urgent,active
gahubag akon lawas,body swelling,Swelling,Medium,urgent,active
gahubag akon lawi,nape swelling,Swelling,Medium,urgent,active
gahubag akon likod,back swelling,Swelling,Medium,urgent,active
gahubag akon liog,neck swelling,Swelling,Medium,urgent,active
gahubag akon mata,eye swelling,Swelling,Medium,urgent,active
gahubag akon ngipon,tooth swelling,Swelling,Medium,urgent,active
gahubag akon paa,foot swelling,Swelling,Medium,urgent,active
gahubag akon pilas,wound swelling,Swelling,Medium,urgent,active
gahubag akon pisngi,facial swelling,Swelling,Medium,urgent,active
gahubag akon siko,elbow swelling,Swelling,Medium,urgent,active
gahubag akon tadlong,forearm swelling,Swelling,Medium,urgent,active
gahubag akon tagipusuon,heart swelling,Swelling,Medium,urgent,active
gahubag akon tai,buttocks swelling,Swelling,Medium,urgent,active
gahubag akon tiil,foot swelling,Swelling,Medium,urgent,active
gahubag akon tikod,heel swelling,Swelling,Medium,urgent,active
gahubag akon titi,breast swelling,Swelling,Medium,urgent,active
gahubag akon tiyan,abdominal swelling,Swelling,Medium,urgent,active
gahubag akon tudlo,finger swelling,Swelling,Medium,urgent,active
gahubag akon tuhod,knee swelling,Swelling,Medium,urgent,active
gahubag akon tungod,throat swelling,Swelling,Medium,urgent,active
gahubag akon tungtong,ankle swelling,Swelling,Medium,urgent,active
gahubag akon ulo,head swelling,Swelling,Medium,urgent,active
gahubag akon utok,brain swelling,Swelling,Medium,urgent,active
gahubag atay akon,liver swelling,Swelling,Medium,urgent,active
gahubag atay akon gid,liver swelling,Swelling,Medium,urgent,active
gahubag atay gid ko,liver swelling,Swelling,Medium,urgent,active
gahubag atay ko,liver swelling,Swelling,Medium,urgent,active
gahubag atay ko gid,liver swelling,Swelling,Medium,urgent,active
gahubag atay man,liver swelling,Swelling,Medium,urgent,active
gahubag atay subong,liver swelling,Swelling,Medium,urgent,active
gahubag awang akon,jaw swelling,Swelling,Medium,urgent,active
gahubag awang akon gid,jaw swelling,Swelling,Medium,urgent,active
gahubag awang gid ko,jaw swelling,Swelling,Medium,urgent,active
gahubag awang ko,jaw swelling,Swelling,Medium,urgent,active
gahubag awang ko gid,jaw swelling,Swelling,Medium,urgent,active
gahubag awang man,jaw swelling,Swelling,Medium,urgent,active
gahubag awang subong,jaw swelling,Swelling,Medium,urgent,active
gahubag baba akon,lip swelling,Swelling,Medium,urgent,active
gahubag baba akon gid,lip swelling,Swelling,Medium,urgent,active
gahubag baba gid ko,lip swelling,Swelling,Medium,urgent,active
gahubag baba ko,lip swelling,Swelling,Medium,urgent,active
gahubag baba ko gid,lip swelling,Swelling,Medium,urgent,active
gahubag baba man,lip swelling,Swelling,Medium,urgent,active
gahubag baba subong,lip swelling,Swelling,Medium,urgent,active
gahubag balat akon,skin swelling,Swelling,Medium,urgent,active
gahubag balat akon gid,skin swelling,Swelling,Medium,urgent,active
gahubag balat gid ko,skin swelling,Swelling,Medium,urgent,active
gahubag balat ko,skin swelling,Swelling,Medium,urgent,active
gahubag balat ko gid,skin swelling,Swelling,Medium,urgent,active
gahubag balat man,skin swelling,Swelling,Medium,urgent,active
gahubag balat subong,skin swelling,Swelling,Medium,urgent,active
gahubag batiis akon,leg swelling,Swelling,Medium,urgent,active
gahubag batiis akon gid,leg swelling,Swelling,Medium,urgent,active
gahubag batiis gid ko,leg swelling,Swelling,Medium,urgent,active
gahubag batiis ko,leg swelling,Swelling,Medium,urgent,active
gahubag batiis ko gid,leg swelling,Swelling,Medium,urgent,active
gahubag batiis man,leg swelling,Swelling,Medium,urgent,active
gahubag batiis subong,leg swelling,Swelling,Medium,urgent,active
gahubag bato akon,kidney swelling,Swelling,Medium,urgent,active
gahubag bato akon gid,kidney swelling,Swelling,Medium,urgent,active
gahubag bato gid ko,kidney swelling,Swelling,Medium,urgent,active
gahubag bato ko,kidney swelling,Swelling,Medium,urgent,active
gahubag bato ko gid,kidney swelling,Swelling,Medium,urgent,active
gahubag bato man,kidney swelling,Swelling,Medium,urgent,active
gahubag bato subong,kidney swelling,Swelling,Medium,urgent,active
gahubag baywang akon,waist swelling,Swelling,Medium,urgent,active
gahubag baywang akon gid,waist swelling,Swelling,Medium,urgent,active
gahubag baywang gid ko,waist swelling,Swelling,Medium,urgent,active
gahubag baywang ko,waist swelling,Swelling,Medium,urgent,active
gahubag baywang ko gid,waist swelling,Swelling,Medium,urgent,active
gahubag baywang man,waist swelling,Swelling,Medium,urgent,active
gahubag baywang subong,waist swelling,Swelling,Medium,urgent,active
gahubag buhok akon,hair swelling,Swelling,Medium,urgent,active
gahubag buhok akon gid,hair swelling,Swelling,Medium,urgent,active
gahubag buhok gid ko,hair swelling,Swelling,Medium,urgent,active
gahubag buhok ko,hair swelling,Swelling,Medium,urgent,active
gahubag buhok ko gid,hair swelling,Swelling,Medium,urgent,active
gahubag buhok man,hair swelling,Swelling,Medium,urgent,active
gahubag buhok subong,hair swelling,Swelling,Medium,urgent,active
gahubag bukong akon,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong akon gid,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong gid ko,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong ko,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong ko gid,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong man,forehead swelling,Swelling,Medium,urgent,active
gahubag bukong subong,forehead swelling,Swelling,Medium,urgent,active
gahubag buuk akon,arm swelling,Swelling,Medium,urgent,active
gahubag buuk akon gid,arm swelling,Swelling,Medium,urgent,active
gahubag buuk gid ko,arm swelling,Swelling,Medium,urgent,active
gahubag buuk ko,arm swelling,Swelling,Medium,urgent,active
gahubag buuk ko gid,arm swelling,Swelling,Medium,urgent,active
gahubag buuk man,arm swelling,Swelling,Medium,urgent,active
gahubag buuk subong,arm swelling,Swelling,Medium,urgent,active
gahubag dalunggan akon,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan akon gid,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan gid ko,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan ko,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan ko gid,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan man,ear swelling,Swelling,Medium,urgent,active
gahubag dalunggan subong,ear swelling,Swelling,Medium,urgent,active
gahubag dila acun,swollen tongue,Swelling,High,emergency,active
gahubag dila acun gid,swollen tongue,Swelling,High,emergency,active
gahubag dila akon,swollen tongue,Swelling,High,emergency,active
gahubag dila akon gid,swollen tongue,Swelling,High,emergency,active
gahubag dila gid ko,swollen tongue,Swelling,High,emergency,active
gahubag dila gid ku,swollen tongue,Swelling,High,emergency,active
gahubag dila ko,swollen tongue,Swelling,High,emergency,active
gahubag dila ko gid,swollen tongue,Swelling,High,emergency,active
gahubag dila ku,swollen tongue,Swelling,High,emergency,active
gahubag dila ku gid,swollen tongue,Swelling,High,emergency,active
gahubag dila man,swollen tongue,Swelling,High,emergency,active
gahubag dila subong,swollen tongue,Swelling,High,emergency,active
gahubag dughan akon,chest swelling,Swelling,Medium,urgent,active
gahubag dughan akon gid,chest swelling,Swelling,Medium,urgent,active
gahubag dughan gid ko,chest swelling,Swelling,Medium,urgent,active
gahubag dughan ko,chest swelling,Swelling,Medium,urgent,active
gahubag dughan ko gid,chest swelling,Swelling,Medium,urgent,active
gahubag dughan man,chest swelling,Swelling,Medium,urgent,active
gahubag dughan subong,chest swelling,Swelling,Medium,urgent,active
gahubag ilong akon,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong akon gid,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong gid ko,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong ko,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong ko gid,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong man,nasal swelling,Swelling,Medium,urgent,active
gahubag ilong subong,nasal swelling,Swelling,Medium,urgent,active
gahubag kamot akon,hand swelling,Swelling,Medium,urgent,active
gahubag kamot akon gid,hand swelling,Swelling,Medium,urgent,active
gahubag kamot gid ko,hand swelling,Swelling,Medium,urgent,active
gahubag kamot ko,hand swelling,Swelling,Medium,urgent,active
gahubag kamot ko gid,hand swelling,Swelling,Medium,urgent,active
gahubag kamot ko kag nagdugo kamot ko,hand swelling with bleeding,Trauma,High,emergency,active
gahubag kamot ko upod sang nagdugo kamot ko,hand swelling with bleeding,Trauma,High,emergency,active
gahubag kamot man,hand swelling,Swelling,Medium,urgent,active
gahubag kamot subong,hand swelling,Swelling,Medium,urgent,active
gahubag kuko akon,nail swelling,Swelling,Medium,urgent,active
gahubag kuko akon gid,nail swelling,Swelling,Medium,urgent,active
gahubag kuko gid ko,nail swelling,Swelling,Medium,urgent,active
gahubag kuko ko,nail swelling,Swelling,Medium,urgent,active
gahubag kuko ko gid,nail swelling,Swelling,Medium,urgent,active
gahubag kuko man,nail swelling,Swelling,Medium,urgent,active
gahubag kuko subong,nail swelling,Swelling,Medium,urgent,active
gahubag lawas akon,body swelling,Swelling,Medium,urgent,active
gahubag lawas akon gid,body swelling,Swelling,Medium,urgent,active
gahubag lawas gid ko,body swelling,Swelling,Medium,urgent,active
gahubag lawas ko,body swelling,Swelling,Medium,urgent,active
gahubag lawas ko,allergic reaction,Allergy,High,emergency,active
gahubag lawas ko gid,body swelling,Swelling,Medium,urgent,active
gahubag lawas ko kag budlay magginhawa,anaphylaxis,Allergy,Critical,emergency,active
gahubag lawas ko kag gakatol,allergic reaction with itching,Allergy,Critical,emergency,active
gahubag lawas ko kag gakatol lawas ko,body swelling with itching,Allergy,High,emergency,active
gahubag lawas ko upod sang gakatol lawas ko,body swelling with itching,Allergy,High,emergency,active
gahubag lawas man,body swelling,Swelling,Medium,urgent,active
gahubag lawas subong,body swelling,Swelling,Medium,urgent,active
gahubag lawi akon,nape swelling,Swelling,Medium,urgent,active
gahubag lawi akon gid,nape swelling,Swelling,Medium,urgent,active
gahubag lawi gid ko,nape swelling,Swelling,Medium,urgent,active
gahubag lawi ko,nape swelling,Swelling,Medium,urgent,active
gahubag lawi ko gid,nape swelling,Swelling,Medium,urgent,active
gahubag lawi man,nape swelling,Swelling,Medium,urgent,active
gahubag lawi subong,nape swelling,Swelling,Medium,urgent,active
gahubag likod akon,back swelling,Swelling,Medium,urgent,active
gahubag likod akon gid,back swelling,Swelling,Medium,urgent,active
gahubag likod gid ko,back swelling,Swelling,Medium,urgent,active
gahubag likod ko,back swelling,Swelling,Medium,urgent,active
gahubag likod ko gid,back swelling,Swelling,Medium,urgent,active
gahubag likod man,back swelling,Swelling,Medium,urgent,active
gahubag likod subong,back swelling,Swelling,Medium,urgent,active
gahubag liog akon,neck swelling,Swelling,Medium,urgent,active
gahubag liog akon gid,neck swelling,Swelling,Medium,urgent,active
gahubag liog gid ko,neck swelling,Swelling,Medium,urgent,active
gahubag liog ko,neck swelling,Swelling,Medium,urgent,active
gahubag liog ko gid,neck swelling,Swelling,Medium,urgent,active
gahubag liog man,neck swelling,Swelling,Medium,urgent,active
gahubag liog subong,neck swelling,Swelling,Medium,urgent,active
gahubag mata akon,eye swelling,Swelling,Medium,urgent,active
gahubag mata akon gid,eye swelling,Swelling,Medium,urgent,active
gahubag mata gid ko,eye swelling,Swelling,Medium,urgent,active
gahubag mata ko,eye swelling,Swelling,Medium,urgent,active
gahubag mata ko gid,eye swelling,Swelling,Medium,urgent,active
gahubag mata ko kag gahika ko,eye swelling with cough,Eye,Medium,urgent,active
gahubag mata ko kag ilong ko,allergic rhinitis,Allergy,Low,routine,active
gahubag mata ko upod sang gahika ko,eye swelling with cough,Eye,Medium,urgent,active
gahubag mata man,eye swelling,Swelling,Medium,urgent,active
gahubag mata subong,eye swelling,Swelling,Medium,urgent,active
gahubag ngipon akon,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon akon gid,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon gid ko,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon ko,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon ko gid,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon man,tooth swelling,Swelling,Medium,urgent,active
gahubag ngipon subong,tooth swelling,Swelling,Medium,urgent,active
gahubag paa akon,foot swelling,Swelling,Medium,urgent,active
gahubag paa akon gid,foot swelling,Swelling,Medium,urgent,active
gahubag paa gid ko,foot swelling,Swelling,Medium,urgent,active
gahubag paa ko,foot swelling,Swelling,Medium,urgent,active
gahubag paa ko gid,foot swelling,Swelling,Medium,urgent,active
gahubag paa man,foot swelling,Swelling,Medium,urgent,active
gahubag paa subong,foot swelling,Swelling,Medium,urgent,active
gahubag pilas akon,wound swelling,Swelling,Medium,urgent,active
gahubag pilas akon gid,wound swelling,Swelling,Medium,urgent,active
gahubag pilas gid ko,wound swelling,Swelling,Medium,urgent,active
gahubag pilas ko,wound swelling,Swelling,Medium,urgent,active
gahubag pilas ko gid,wound swelling,Swelling,Medium,urgent,active
gahubag pilas man,wound swelling,Swelling,Medium,urgent,active
gahubag pilas subong,wound swelling,Swelling,Medium,urgent,active
gahubag pisngi akon,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi akon gid,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi gid ko,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi ko,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi ko gid,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi man,facial swelling,Swelling,Medium,urgent,active
gahubag pisngi subong,facial swelling,Swelling,Medium,urgent,active
gahubag siko akon,elbow swelling,Swelling,Medium,urgent,active
gahubag siko akon gid,elbow swelling,Swelling,Medium,urgent,active
gahubag siko gid ko,elbow swelling,Swelling,Medium,urgent,active
gahubag siko ko,elbow swelling,Swelling,Medium,urgent,active
