rule_id,name,pattern_english,pattern_hiligaynon,classification,rationale,status
U0322,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0323,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0324,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0325,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0326,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0327,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0328,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0329,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0330,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0331,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0332,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0333,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0334,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0335,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0336,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0337,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0338,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0339,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0340,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0341,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0342,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0343,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0344,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0345,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0346,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0347,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0348,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0349,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0350,Ear Pain With Fever,ear pain with fever,,URGENT,Urgent evaluation for ear pain with fever,active
U0351,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0352,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0353,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0354,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0355,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0356,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0357,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0358,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0359,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0360,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0361,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0362,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0363,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0364,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0365,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0366,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0367,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0368,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0369,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0370,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0371,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0372,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0373,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0374,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0375,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0376,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0377,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0378,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0379,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0380,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0381,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0382,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0383,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0384,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0385,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0386,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0387,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0388,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0389,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0390,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0391,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0392,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0393,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0394,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0395,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0396,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0397,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0398,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0399,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0400,Dehydration Risk,dehydration risk,,URGENT,Urgent evaluation for dehydration risk,active
U0401,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0402,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0403,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0404,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0405,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0406,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0407,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0408,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0409,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0410,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0411,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0412,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0413,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0414,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0415,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0416,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0417,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0418,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0419,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0420,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0421,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0422,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0423,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0424,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0425,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0426,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0427,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0428,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0429,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0430,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0431,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0432,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0433,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0434,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0435,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0436,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0437,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0438,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0439,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0440,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0441,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0442,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0443,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0444,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0445,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0446,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0447,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0448,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0449,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0450,Pain 7/10,pain 7/10,,URGENT,Urgent evaluation for pain 7/10,active
U0451,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0452,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0453,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0454,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0455,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0456,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0457,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0458,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0459,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0460,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0461,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0462,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0463,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0464,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0465,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0466,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0467,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0468,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0469,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0470,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0471,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0472,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0473,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0474,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0475,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0476,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0477,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0478,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0479,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0480,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0481,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0482,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0483,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0484,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0485,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0486,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0487,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0488,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0489,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0490,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0491,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0492,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0493,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0494,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0495,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0496,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0497,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0498,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0499,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
U0500,Child With Fever,child with fever,,URGENT,Urgent evaluation for child with fever,active
