symptom_key,local_term,english_term,source
mucoid_sputum,makapal nga plema,mucoid sputum,expand_hiligaynon_nlp_coverage
mucoid_sputum,malagkit nga plema,mucoid sputum,expand_hiligaynon_nlp_coverage
mucoid_sputum,makapal plema,mucoid sputum,expand_hiligaynon_nlp_coverage
mucoid_sputum,malagkit plema,mucoid sputum,expand_hiligaynon_nlp_coverage
mucoid_sputum,thick phlegm,mucoid sputum,expand_hiligaynon_nlp_coverage
muscle_pain,sakit sa kalanm,muscle pain,expand_hiligaynon_nlp_coverage
muscle_pain,sakit ang muscle,muscle pain,expand_hiligaynon_nlp_coverage
muscle_wasting,naganiwang ang kalamnan,muscle wasting,expand_hiligaynon_nlp_coverage
muscle_wasting,nagagamay ang mga muscle,muscle wasting,expand_hiligaynon_nlp_coverage
muscle_wasting,naganiwang ang muscle,muscle wasting,expand_hiligaynon_nlp_coverage
muscle_wasting,nagagamay ang kalamnan,muscle wasting,expand_hiligaynon_nlp_coverage
muscle_weakness,maluya ang mga muscle,muscle weakness,expand_hiligaynon_nlp_coverage
muscle_weakness,wala kusog ang mga muscle,muscle weakness,expand_hiligaynon_nlp_coverage
muscle_weakness,maluya muscle,muscle weakness,expand_hiligaynon_nlp_coverage
muscle_weakness,wala kusog ang muscle,muscle weakness,expand_hiligaynon_nlp_coverage
muscle_weakness,mahuyang ang kalamnan,muscle weakness,expand_hiligaynon_nlp_coverage
nausea,daw masuka ako,nausea,expand_hiligaynon_nlp_coverage
nausea,ginasuka-suka ang pamatyagan,nausea,expand_hiligaynon_nlp_coverage
nausea,daw masuka,nausea,expand_hiligaynon_nlp_coverage
nausea,nahilo,nausea,expand_hiligaynon_nlp_coverage
nausea,nauseous,nausea,expand_hiligaynon_nlp_coverage
nausea,ginasuka-suka,nausea,expand_hiligaynon_nlp_coverage
nausea,daw magkasuka,nausea,expand_hiligaynon_nlp_coverage
neck_pain,sakit sang liog,neck pain,expand_hiligaynon_nlp_coverage
neck_pain,ginasakit ang liog,neck pain,expand_hiligaynon_nlp_coverage
neck_pain,sakit liog,neck pain,expand_hiligaynon_nlp_coverage
neck_pain,sakti liog,neck pain,expand_hiligaynon_nlp_coverage
nodal_skin_eruptions,may mga bukol nga nagagwa sa panit,nodal skin eruptions,expand_hiligaynon_nlp_coverage
nodal_skin_eruptions,nagabuswang nga bukol sa panit,nodal skin eruptions,expand_hiligaynon_nlp_coverage
nodal_skin_eruptions,may bukol sa panit,nodal skin eruptions,expand_hiligaynon_nlp_coverage
nodal_skin_eruptions,nagabuswang nga bukol,nodal skin eruptions,expand_hiligaynon_nlp_coverage
nodal_skin_eruptions,skin nodules,nodal skin eruptions,expand_hiligaynon_nlp_coverage
obesity,sobra ang timbang,obesity,expand_hiligaynon_nlp_coverage
obesity,matambok gid ang lawas,obesity,expand_hiligaynon_nlp_coverage
obesity,sobra timbang,obesity,expand_hiligaynon_nlp_coverage
obesity,matambok,obesity,expand_hiligaynon_nlp_coverage
obesity,obese,obesity,expand_hiligaynon_nlp_coverage
obesity,sobra ka tambok,obesity,expand_hiligaynon_nlp_coverage
pain_behind_the_eyes,sakit sa likod sang mata,pain behind the eyes,expand_hiligaynon_nlp_coverage
pain_behind_the_eyes,ginasakit sa likod sang mata,pain behind the eyes,expand_hiligaynon_nlp_coverage
pain_behind_the_eyes,ginasakit ang likod mata,pain behind the eyes,expand_hiligaynon_nlp_coverage
pain_during_bowel_movements,sakit kon magalibang,pain during bowel movements,expand_hiligaynon_nlp_coverage
pain_during_bowel_movements,ginasakit kon magalibang,pain during bowel movements,expand_hiligaynon_nlp_coverage
pain_during_bowel_movements,pain during bowel movement,pain during bowel movements,expand_hiligaynon_nlp_coverage
pain_during_bowel_movements,hapdi maglibang,pain during bowel movements,expand_hiligaynon_nlp_coverage
pain_in_anal_region,sakit sa lubot,pain in anal region,expand_hiligaynon_nlp_coverage
pain_in_anal_region,ginasakit ang lubot,pain in anal region,expand_hiligaynon_nlp_coverage
pain_in_anal_region,pain in anus,pain in anal region,expand_hiligaynon_nlp_coverage
pain_in_anal_region,hapdi ang lubot,pain in anal region,expand_hiligaynon_nlp_coverage
painful_walking,sakit kon magalakat,painful walking,expand_hiligaynon_nlp_coverage
painful_walking,ginasakit kon magalakat,painful walking,expand_hiligaynon_nlp_coverage
painful_walking,budlay maglakat tungod sakit,painful walking,expand_hiligaynon_nlp_coverage
palpitations,nagakubakuba ang dughan,palpitations,expand_hiligaynon_nlp_coverage
palpitations,daw nagalukso ang tagipusuon,palpitations,expand_hiligaynon_nlp_coverage
palpitations,nagakubakuba,palpitations,expand_hiligaynon_nlp_coverage
palpitations,daw nagalukso ang puso,palpitations,expand_hiligaynon_nlp_coverage
palpitations,kubakuba dughan,palpitations,expand_hiligaynon_nlp_coverage
passage_of_gases,permi nagapanuhot,passage of gases,expand_hiligaynon_nlp_coverage
passage_of_gases,nagapanuhot ako,passage of gases,expand_hiligaynon_nlp_coverage
passage_of_gases,nagapanuhot,passage of gases,expand_hiligaynon_nlp_coverage
passage_of_gases,permi panuhot,passage of gases,expand_hiligaynon_nlp_coverage
passage_of_gases,gas,passage of gases,expand_hiligaynon_nlp_coverage
passage_of_gases,ginapanuhot,passage of gases,expand_hiligaynon_nlp_coverage
patches_in_throat,may puti nga patse sa tutunlan,patches in throat,expand_hiligaynon_nlp_coverage
patches_in_throat,may puti nga tapal sa tutunlan,patches in throat,expand_hiligaynon_nlp_coverage
patches_in_throat,may puti sa tutunlan,patches in throat,expand_hiligaynon_nlp_coverage
patches_in_throat,may tapal sa throat,patches in throat,expand_hiligaynon_nlp_coverage
phlegm,may plema ako,phlegm,expand_hiligaynon_nlp_coverage
phlegm,madamo nga plema,phlegm,expand_hiligaynon_nlp_coverage
phlegm,may plema,phlegm,expand_hiligaynon_nlp_coverage
phlegm,madamo plema,phlegm,expand_hiligaynon_nlp_coverage
phlegm,may uhog,phlegm,expand_hiligaynon_nlp_coverage
polyuria,permi nagaihi,polyuria,expand_hiligaynon_nlp_coverage
polyuria,madamo ang ihi ko,polyuria,expand_hiligaynon_nlp_coverage
polyuria,madamo ihi,polyuria,expand_hiligaynon_nlp_coverage
polyuria,frequent urination,polyuria,expand_hiligaynon_nlp_coverage
polyuria,permi mag-ihi,polyuria,expand_hiligaynon_nlp_coverage
prominent_veins_on_calf,nagabukol ang ugat sa batiis,prominent veins on calf,expand_hiligaynon_nlp_coverage
prominent_veins_on_calf,makita gid ang ugat sa batiis,prominent veins on calf,expand_hiligaynon_nlp_coverage
prominent_veins_on_calf,makita ang ugat sa batiis,prominent veins on calf,expand_hiligaynon_nlp_coverage
prominent_veins_on_calf,nagabukol ugat sa paa,prominent veins on calf,expand_hiligaynon_nlp_coverage
prominent_veins_on_calf,varicose sa batiis,prominent veins on calf,expand_hiligaynon_nlp_coverage
puffy_face_and_eyes,nagahubag ang guya kag mata,puffy face and eyes,expand_hiligaynon_nlp_coverage
puffy_face_and_eyes,hubag ang guya kag mata,puffy face and eyes,expand_hiligaynon_nlp_coverage
puffy_face_and_eyes,hubag guya kag mata,puffy face and eyes,expand_hiligaynon_nlp_coverage
puffy_face_and_eyes,puffy face,puffy face and eyes,expand_hiligaynon_nlp_coverage
puffy_face_and_eyes,nagahubag ang nawong,puffy face and eyes,expand_hiligaynon_nlp_coverage
pus_filled_pimples,tagulhod nga may nana,pus filled pimples,expand_hiligaynon_nlp_coverage
pus_filled_pimples,may nana nga tagulhod,pus filled pimples,expand_hiligaynon_nlp_coverage
pus_filled_pimples,tagulhod may nana,pus filled pimples,expand_hiligaynon_nlp_coverage
pus_filled_pimples,pimples with pus,pus filled pimples,expand_hiligaynon_nlp_coverage
pus_filled_pimples,may acne nga may nana,pus filled pimples,expand_hiligaynon_nlp_coverage
receiving_blood_transfusion,nakabaton sang dugo,receiving blood transfusion,expand_hiligaynon_nlp_coverage
receiving_blood_transfusion,gin-transfusion sang dugo,receiving blood transfusion,expand_hiligaynon_nlp_coverage
receiving_blood_transfusion,nakabaton dugo,receiving blood transfusion,expand_hiligaynon_nlp_coverage
receiving_blood_transfusion,blood transfusion,receiving blood transfusion,expand_hiligaynon_nlp_coverage
receiving_blood_transfusion,gintapnaan sang dugo,receiving blood transfusion,expand_hiligaynon_nlp_coverage
receiving_unsterile_injections,ginturukan sang indi limpyo nga syringe,receiving unsterile injections,expand_hiligaynon_nlp_coverage
receiving_unsterile_injections,indi sterile nga iniksyon,receiving unsterile injections,expand_hiligaynon_nlp_coverage
receiving_unsterile_injections,unsterile injection,receiving unsterile injections,expand_hiligaynon_nlp_coverage
receiving_unsterile_injections,ginturukan sang indi limpyo,receiving unsterile injections,expand_hiligaynon_nlp_coverage
red_sore_around_nose,pula nga sugat sa palibot sang ilong,red sore around nose,expand_hiligaynon_nlp_coverage
red_sore_around_nose,pula kag sugat sa palibot sang ilong,red sore around nose,expand_hiligaynon_nlp_coverage
red_sore_around_nose,pula sugat sa ilong,red sore around nose,expand_hiligaynon_nlp_coverage
red_sore_around_nose,sore around nose,red sore around nose,expand_hiligaynon_nlp_coverage
red_sore_around_nose,pula sa palibot ilong,red sore around nose,expand_hiligaynon_nlp_coverage
red_spots_over_body,pula nga tuldok sa bug-os nga lawas,red spots over body,expand_hiligaynon_nlp_coverage
red_spots_over_body,may pula nga tuldok sa lawas,red spots over body,expand_hiligaynon_nlp_coverage
red_spots_over_body,pula tuldok sa lawas,red spots over body,expand_hiligaynon_nlp_coverage
red_spots_over_body,red spots,red spots over body,expand_hiligaynon_nlp_coverage
red_spots_over_body,may pula nga spots,red spots over body,expand_hiligaynon_nlp_coverage
red_spots_over_body,pula nga tulod sa lawas,red spots over body,expand_hiligaynon_nlp_coverage
redness_of_eyes,pula ang mata,redness of eyes,expand_hiligaynon_nlp_coverage
redness_of_eyes,nagapula ang mata,redness of eyes,expand_hiligaynon_nlp_coverage
redness_of_eyes,pula mata,redness of eyes,expand_hiligaynon_nlp_coverage
redness_of_eyes,nagapula mata,redness of eyes,expand_hiligaynon_nlp_coverage
redness_of_eyes,red eyes,redness of eyes,expand_hiligaynon_nlp_coverage
redness_of_eyes,gapula mata,redness of eyes,expand_hiligaynon_nlp_coverage
restlessness,indi ako mapahamtang,restlessness,expand_hiligaynon_nlp_coverage
restlessness,balisa kag wala kapahuway,restlessness,expand_hiligaynon_nlp_coverage
restlessness,indi mapahamtang,restlessness,expand_hiligaynon_nlp_coverage
restlessness,restless,restlessness,expand_hiligaynon_nlp_coverage
restlessness,balisa,restlessness,expand_hiligaynon_nlp_coverage
restlessness,wala kapahuway,restlessness,expand_hiligaynon_nlp_coverage
runny_nose,nagatulo ang sip-on,runny nose,expand_hiligaynon_nlp_coverage
runny_nose,may sip-on ako,runny nose,expand_hiligaynon_nlp_coverage
runny_nose,may sip-on,runny nose,expand_hiligaynon_nlp_coverage
runny_nose,nagatulo sip-on,runny nose,expand_hiligaynon_nlp_coverage
rusty_sputum,kolor kalawang ang plema,rusty sputum,expand_hiligaynon_nlp_coverage
rusty_sputum,daw kalawang nga plema,rusty sputum,expand_hiligaynon_nlp_coverage
rusty_sputum,kolor kalawang plema,rusty sputum,expand_hiligaynon_nlp_coverage
rusty_sputum,daw kaal nga plema,rusty sputum,expand_hiligaynon_nlp_coverage
rusty_sputum,brownish plema,rusty sputum,expand_hiligaynon_nlp_coverage
scurring,may peklat nga tapal sa panit,scurring,expand_hiligaynon_nlp_coverage
scurring,nagakalas nga peklat sa panit,scurring,expand_hiligaynon_nlp_coverage
scurring,may peklat,scurring,expand_hiligaynon_nlp_coverage
scurring,scarring,scurring,expand_hiligaynon_nlp_coverage
scurring,nagakalas peklat,scurring,expand_hiligaynon_nlp_coverage
shivering,nagakurog ako,shivering,expand_hiligaynon_nlp_coverage
shivering,ginakurog ang lawas,shivering,expand_hiligaynon_nlp_coverage
shivering,nagakurog,shivering,expand_hiligaynon_nlp_coverage
shivering,ginakurog,shivering,expand_hiligaynon_nlp_coverage
shivering,naga-tremble,shivering,expand_hiligaynon_nlp_coverage
silver_like_dusting,may pilak nga daw abo sa panit,silver like dusting,expand_hiligaynon_nlp_coverage
silver_like_dusting,puti nga daw pulbos sa panit,silver like dusting,expand_hiligaynon_nlp_coverage
silver_like_dusting,pilak nga abo sa panit,silver like dusting,expand_hiligaynon_nlp_coverage
silver_like_dusting,puti nga pulbos sa panit,silver like dusting,expand_hiligaynon_nlp_coverage
sinus_pressure,bug-at ang pamatyagan sa guya kag ilong,sinus pressure,expand_hiligaynon_nlp_coverage
sinus_pressure,may pressure sa sinus,sinus pressure,expand_hiligaynon_nlp_coverage
sinus_pressure,pressure sa sinus,sinus pressure,expand_hiligaynon_nlp_coverage
sinus_pressure,bug-at ang guya,sinus pressure,expand_hiligaynon_nlp_coverage
sinus_pressure,sakit sa sinus,sinus pressure,expand_hiligaynon_nlp_coverage
skin_peeling,nagakalas ang panit,skin peeling,expand_hiligaynon_nlp_coverage
skin_peeling,nagapanit ang balat,skin peeling,expand_hiligaynon_nlp_coverage
skin_peeling,nagakalas panit,skin peeling,expand_hiligaynon_nlp_coverage
skin_peeling,nagapanit,skin peeling,expand_hiligaynon_nlp_coverage
skin_rash,may rashes sa panit,skin rash,expand_hiligaynon_nlp_coverage
skin_rash,nagagwa nga rashes sa panit,skin rash,expand_hiligaynon_nlp_coverage
skin_rash,may rashes,skin rash,expand_hiligaynon_nlp_coverage
skin_rash,nagagwa rashes,skin rash,expand_hiligaynon_nlp_coverage
skin_rash,may allergy sa panit,skin rash,expand_hiligaynon_nlp_coverage
slurred_speech,indi klaro maghambal,slurred speech,expand_hiligaynon_nlp_coverage
slurred_speech,nagakulinggat ang dila kon maghambal,slurred speech,expand_hiligaynon_nlp_coverage
slurred_speech,nagakulinggat,slurred speech,expand_hiligaynon_nlp_coverage
small_dents_in_nails,may gagmay nga lugum sa kuko,small dents in nails,expand_hiligaynon_nlp_coverage
small_dents_in_nails,gagmay nga buho sa kuko,small dents in nails,expand_hiligaynon_nlp_coverage
small_dents_in_nails,may lugum sa kuko,small dents in nails,expand_hiligaynon_nlp_coverage
small_dents_in_nails,dents in nails,small dents in nails,expand_hiligaynon_nlp_coverage
small_dents_in_nails,gagmay buho sa kuko,small dents in nails,expand_hiligaynon_nlp_coverage
spinning_movements,daw nagatuyok ang palibot,spinning movements,expand_hiligaynon_nlp_coverage
spinning_movements,nagatuyok ang kalibutan sa panulok,spinning movements,expand_hiligaynon_nlp_coverage
spinning_movements,daw nagatuyok,spinning movements,expand_hiligaynon_nlp_coverage
spinning_movements,spinning,spinning movements,expand_hiligaynon_nlp_coverage
spinning_movements,tuyok ang palibot,spinning movements,expand_hiligaynon_nlp_coverage
spinning_movements,vertigo,spinning movements,expand_hiligaynon_nlp_coverage
spotting_urination,may dugo sa ihi,spotting urination,expand_hiligaynon_nlp_coverage
spotting_urination,may tulo nga dugo kon mag-ihi,spotting urination,expand_hiligaynon_nlp_coverage
spotting_urination,spotting urine,spotting urination,expand_hiligaynon_nlp_coverage
spotting_urination,may tulo dugo kon mag-ihi,spotting urination,expand_hiligaynon_nlp_coverage
stiff_neck,matig-a ang liog,stiff neck,expand_hiligaynon_nlp_coverage
stiff_neck,sakit kag matig-a ang liog,stiff neck,expand_hiligaynon_nlp_coverage
stiff_neck,matig-a liog,stiff neck,expand_hiligaynon_nlp_coverage
stiff_neck,sakit kag matig-a liog,stiff neck,expand_hiligaynon_nlp_coverage
stomach_bleeding,nagadugo ang tiyan,stomach bleeding,expand_hiligaynon_nlp_coverage
stomach_bleeding,may pagdugo sa tiyan,stomach bleeding,expand_hiligaynon_nlp_coverage
stomach_bleeding,nagadugo tiyan,stomach bleeding,expand_hiligaynon_nlp_coverage
stomach_bleeding,nagdugo tiyan,stomach bleeding,expand_hiligaynon_nlp_coverage
stomach_pain,ginasakit gid ang tiyan,stomach pain,expand_hiligaynon_nlp_coverage
stomach_pain,masakit ang tiyan,stomach pain,expand_hiligaynon_nlp_coverage
stomach_pain,ginasakit tiyan,stomach pain,expand_hiligaynon_nlp_coverage
sunken_eyes,nagtulon ang mata,sunken eyes,expand_hiligaynon_nlp_coverage
sunken_eyes,nagalubog kag nagtulon ang mata,sunken eyes,expand_hiligaynon_nlp_coverage
sunken_eyes,nagtulon mata,sunken eyes,expand_hiligaynon_nlp_coverage
sunken_eyes,nagalubog ang mata,sunken eyes,expand_hiligaynon_nlp_coverage
sweating,nagabalhas ako,sweating,expand_hiligaynon_nlp_coverage
sweating,madamo ang balhas,sweating,expand_hiligaynon_nlp_coverage
sweating,nagabalhas,sweating,expand_hiligaynon_nlp_coverage
sweating,madamo balhas,sweating,expand_hiligaynon_nlp_coverage
sweating,permi ginabalhas,sweating,expand_hiligaynon_nlp_coverage
swelled_lymph_nodes,nagahubag ang kulani,swelled lymph nodes,expand_hiligaynon_nlp_coverage
swelled_lymph_nodes,may bukol nga kulani sa liog,swelled lymph nodes,expand_hiligaynon_nlp_coverage
swelled_lymph_nodes,hubag kulani,swelled lymph nodes,expand_hiligaynon_nlp_coverage
swelled_lymph_nodes,may bukol sa liog,swelled lymph nodes,expand_hiligaynon_nlp_coverage
swelling_joints,nagahubag ang lutahan,swelling joints,expand_hiligaynon_nlp_coverage
swelling_joints,hubag ang mga lutahan,swelling joints,expand_hiligaynon_nlp_coverage
swelling_joints,hubag lutahan,swelling joints,expand_hiligaynon_nlp_coverage
swelling_joints,nagahubag ang joints,swelling joints,expand_hiligaynon_nlp_coverage
swelling_of_stomach,nagahubag ang tiyan,swelling of stomach,expand_hiligaynon_nlp_coverage
swelling_of_stomach,hubag kag nagdako ang tiyan,swelling of stomach,expand_hiligaynon_nlp_coverage
swelling_of_stomach,hubag tiyan,swelling of stomach,expand_hiligaynon_nlp_coverage
swollen_blood_vessels,nagahubag ang mga ugat,swollen blood vessels,expand_hiligaynon_nlp_coverage
swollen_blood_vessels,hubag nga mga ugat,swollen blood vessels,expand_hiligaynon_nlp_coverage
swollen_blood_vessels,hubag ugat,swollen blood vessels,expand_hiligaynon_nlp_coverage
swollen_blood_vessels,swollen veins,swollen blood vessels,expand_hiligaynon_nlp_coverage
swollen_blood_vessels,nagahubag ang ugat,swollen blood vessels,expand_hiligaynon_nlp_coverage
swollen_extremeties,nagahubag ang kamot kag tiil,swollen extremeties,expand_hiligaynon_nlp_coverage
swollen_extremeties,hubag ang mga kamot kag tiil,swollen extremeties,expand_hiligaynon_nlp_coverage
swollen_extremeties,hubag kamot kag tiil,swollen extremeties,expand_hiligaynon_nlp_coverage
swollen_extremeties,swollen hands and feet,swollen extremeties,expand_hiligaynon_nlp_coverage
swollen_extremeties,nagahubag extremities,swollen extremeties,expand_hiligaynon_nlp_coverage
swollen_legs,nagahubag ang tiil,swollen legs,expand_hiligaynon_nlp_coverage
swollen_legs,hubag ang paa,swollen legs,expand_hiligaynon_nlp_coverage
swollen_legs,hubag tiil,swollen legs,expand_hiligaynon_nlp_coverage
swollen_legs,nagahubag ang paa,swollen legs,expand_hiligaynon_nlp_coverage
throat_irritation,ginakatol ang tutunlan,throat irritation,expand_hiligaynon_nlp_coverage
throat_irritation,sakit kag katol ang tutunlan,throat irritation,expand_hiligaynon_nlp_coverage
throat_irritation,katol tutunlan,throat irritation,expand_hiligaynon_nlp_coverage
throat_irritation,sakit tutunlan,throat irritation,expand_hiligaynon_nlp_coverage
throat_irritation,hapdi ang throat,throat irritation,expand_hiligaynon_nlp_coverage
toxic_look_(typhos),daw grabe ka masakiton ang hitsura,toxic look,expand_hiligaynon_nlp_coverage
toxic_look_(typhos),luya kag masakiton ang hitsura,toxic look,expand_hiligaynon_nlp_coverage
toxic_look_(typhos),masakiton ang hitsura,toxic look,expand_hiligaynon_nlp_coverage
toxic_look_(typhos),daw grabe ka luya hitsura,toxic look,expand_hiligaynon_nlp_coverage
ulcers_on_tongue,may singaw sa dila,ulcers on tongue,expand_hiligaynon_nlp_coverage
ulcers_on_tongue,may singaw sa bibig,ulcers on tongue,expand_hiligaynon_nlp_coverage
ulcers_on_tongue,may singaw,ulcers on tongue,expand_hiligaynon_nlp_coverage
unsteadiness,indi steady ang paglakat,unsteadiness,expand_hiligaynon_nlp_coverage
unsteadiness,nagakiday-kiday kon magalakat,unsteadiness,expand_hiligaynon_nlp_coverage
unsteadiness,indi steady maglakat,unsteadiness,expand_hiligaynon_nlp_coverage
unsteadiness,unsteady,unsteadiness,expand_hiligaynon_nlp_coverage
unsteadiness,nagakiday-kiday,unsteadiness,expand_hiligaynon_nlp_coverage
visual_disturbances,may problema sa panulok,visual disturbances,expand_hiligaynon_nlp_coverage
visual_disturbances,indi maayo ang pagtan-aw,visual disturbances,expand_hiligaynon_nlp_coverage
visual_disturbances,problema sa panulok,visual disturbances,expand_hiligaynon_nlp_coverage
visual_disturbances,visual disturbance,visual disturbances,expand_hiligaynon_nlp_coverage
visual_disturbances,indi maayo magtan-aw,visual disturbances,expand_hiligaynon_nlp_coverage
vomiting,nagasuka ako,vomiting,expand_hiligaynon_nlp_coverage
vomiting,permi nagasuka,vomiting,expand_hiligaynon_nlp_coverage
vomiting,ginsuka,vomiting,expand_hiligaynon_nlp_coverage
watering_from_eyes,nagatubig ang mata,watering from eyes,expand_hiligaynon_nlp_coverage
watering_from_eyes,permi nagatubig ang mata,watering from eyes,expand_hiligaynon_nlp_coverage
watering_from_eyes,nagatubig mata,watering from eyes,expand_hiligaynon_nlp_coverage
watering_from_eyes,watery eyes,watering from eyes,expand_hiligaynon_nlp_coverage
watering_from_eyes,permi nagaluha,watering from eyes,expand_hiligaynon_nlp_coverage
weakness_in_limbs,maluya ang bukton kag tiil,weakness in limbs,expand_hiligaynon_nlp_coverage
weakness_in_limbs,wala kusog ang bukton kag tiil,weakness in limbs,expand_hiligaynon_nlp_coverage
weakness_in_limbs,maluya bukton kag tiil,weakness in limbs,expand_hiligaynon_nlp_coverage
weakness_in_limbs,wala kusog ang tiil,weakness in limbs,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,maluya ang isa ka bahin sang lawas,weakness of one body side,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,wala kusog ang isa ka bahin sang lawas,weakness of one body side,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,maluya isa ka bahin,weakness of one body side,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,weakness one side,weakness of one body side,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,wala kusog ang isa ka side,weakness of one body side,expand_hiligaynon_nlp_coverage
weakness_of_one_body_side,hemiparesis,weakness of one body side,expand_hiligaynon_nlp_coverage
weight_gain,nagdugang ang timbang ko,weight gain,expand_hiligaynon_nlp_coverage
weight_gain,nagtambok ako,weight gain,expand_hiligaynon_nlp_coverage
weight_gain,nagdugang timbang,weight gain,expand_hiligaynon_nlp_coverage
weight_gain,nagtambok,weight gain,expand_hiligaynon_nlp_coverage
weight_loss,nagakunhod ang timbang ko,weight loss,expand_hiligaynon_nlp_coverage
weight_loss,nagniwang ako,weight loss,expand_hiligaynon_nlp_coverage
weight_loss,nagakunhod timbang,weight loss,expand_hiligaynon_nlp_coverage
weight_loss,nagniwang,weight loss,expand_hiligaynon_nlp_coverage
weight_loss,wie loss,weight loss,expand_hiligaynon_nlp_coverage
yellow_crust_ooze,may dilaw nga nana nga nagagwa,yellow crust ooze,expand_hiligaynon_nlp_coverage
yellow_crust_ooze,nagagwa ang dilaw nga likido sa sugat,yellow crust ooze,expand_hiligaynon_nlp_coverage
yellow_crust_ooze,dilaw nana,yellow crust ooze,expand_hiligaynon_nlp_coverage
yellow_crust_ooze,yellow crust,yellow crust ooze,expand_hiligaynon_nlp_coverage
yellow_crust_ooze,nagagwa dilaw likido,yellow crust ooze,expand_hiligaynon_nlp_coverage
yellow_urine,dilaw ang ihi,yellow urine,expand_hiligaynon_nlp_coverage
yellow_urine,nagadilaw ang ihi,yellow urine,expand_hiligaynon_nlp_coverage
yellow_urine,nagadilaw ihi,yellow urine,expand_hiligaynon_nlp_coverage
yellowing_of_eyes,nagadilaw ang mata,yellowing of eyes,expand_hiligaynon_nlp_coverage
yellowing_of_eyes,dilaw ang mata,yellowing of eyes,expand_hiligaynon_nlp_coverage
yellowing_of_eyes,gapula mata kag dilaw,yellowing of eyes,expand_hiligaynon_nlp_coverage
yellowish_skin,nagadilaw ang panit,yellowish skin,expand_hiligaynon_nlp_coverage
yellowish_skin,dilaw ang panit,yellowish skin,expand_hiligaynon_nlp_coverage
yellowish_skin,nagadilaw panit,yellowish skin,expand_hiligaynon_nlp_coverage
yellowish_skin,dial panit,yellowish skin,expand_hiligaynon_nlp_coverage
