rule_id,name,pattern_english,pattern_hiligaynon,classification,rationale,status
N0346,Fatigue,fatigue,,NON-URGENT,Routine consultation for fatigue,active
N0347,Fatigue,fatigue,,NON-URGENT,Routine consultation for fatigue,active
N0348,Fatigue,fatigue,,NON-URGENT,Routine consultation for fatigue,active
N0349,Fatigue,fatigue,,NON-URGENT,Routine consultation for fatigue,active
N0350,Fatigue,fatigue,,NON-URGENT,Routine consultation for fatigue,active
N0351,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0352,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0353,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0354,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0355,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0356,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0357,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0358,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0359,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0360,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0361,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0362,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0363,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0364,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0365,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0366,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0367,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0368,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0369,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0370,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0371,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0372,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0373,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0374,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0375,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0376,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0377,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0378,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0379,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0380,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0381,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0382,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0383,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0384,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0385,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0386,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0387,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0388,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0389,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0390,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0391,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0392,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0393,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0394,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0395,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0396,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0397,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0398,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0399,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0400,Mild Body Ache,mild body ache,,NON-URGENT,Routine consultation for mild body ache,active
N0401,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0402,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0403,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0404,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0405,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0406,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0407,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0408,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0409,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0410,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0411,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0412,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0413,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0414,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0415,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0416,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0417,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0418,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0419,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0420,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0421,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0422,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0423,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0424,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0425,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0426,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0427,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0428,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0429,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0430,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0431,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0432,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0433,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0434,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0435,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0436,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0437,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0438,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0439,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0440,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0441,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0442,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0443,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0444,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0445,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0446,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0447,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0448,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0449,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0450,Check-Up,check-up,,NON-URGENT,Routine consultation for check-up,active
N0451,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0452,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0453,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0454,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0455,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0456,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0457,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0458,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0459,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0460,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0461,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0462,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0463,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0464,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0465,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0466,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0467,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0468,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0469,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0470,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0471,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0472,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0473,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0474,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0475,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0476,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0477,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0478,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0479,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0480,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0481,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0482,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0483,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0484,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0485,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0486,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0487,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0488,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0489,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0490,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0491,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0492,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0493,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0494,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0495,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0496,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0497,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0498,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0499,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
N0500,Lab Result Inquiry,lab result inquiry,,NON-URGENT,Routine consultation for lab result inquiry,active
