hiligaynon_term,english_term,medical_category,severity,triage_level,status
nagadugo dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo gid dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo gid dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
nagadugo ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
nagadugo gid ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
nagadugo ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo gid ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo gid ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagadugo dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagadugo gid dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagadugo dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo gid dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo gid dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagadugo pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo gid pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo grabe pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo gid pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo grabe pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo gid pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo grabe pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagadugo tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagadugo gid tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagadugo tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo gid tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo gid tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagadugo singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagadugo gid singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagadugo singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo gid singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo gid singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagadugo ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagadugo gid ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagadugo ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo gid ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo gid ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo grabe ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagadugo abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo gid abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo grabe abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo gid abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo grabe abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo gid abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo grabe abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagadugo tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagadugo likod ko,back bleeding,bleeding,Moderate,urgent,active
nagadugo gid likod ko,back bleeding,bleeding,Moderate,urgent,active
nagadugo grabe likod ko,back bleeding,bleeding,Moderate,urgent,active
nagadugo likod akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo gid likod akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo grabe likod akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo gid likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo grabe likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagadugo kamot ko,hand bleeding,wound,Moderate,urgent,active
nagadugo gid kamot ko,hand bleeding,wound,Moderate,urgent,active
nagadugo grabe kamot ko,hand bleeding,wound,Moderate,urgent,active
nagadugo kamot akon,hand bleeding,wound,Moderate,urgent,active
nagadugo gid kamot akon,hand bleeding,wound,Moderate,urgent,active
nagadugo grabe kamot akon,hand bleeding,wound,Moderate,urgent,active
nagadugo kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagadugo gid kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagadugo grabe kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagadugo tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagadugo gid tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagadugo grabe tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagadugo tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagadugo gid tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagadugo grabe tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagadugo tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagadugo gid tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagadugo grabe tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagadugo tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagadugo gid tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagadugo tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo gid tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo gid tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagadugo itlog ko,bleeding,bleeding,Moderate,urgent,active
nagadugo gid itlog ko,bleeding,bleeding,Moderate,urgent,active
nagadugo grabe itlog ko,bleeding,bleeding,Moderate,urgent,active
nagadugo itlog akon,bleeding,bleeding,Moderate,urgent,active
nagadugo gid itlog akon,bleeding,bleeding,Moderate,urgent,active
nagadugo grabe itlog akon,bleeding,bleeding,Moderate,urgent,active
nagadugo itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagadugo gid itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagadugo grabe itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagadugo bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo gid bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo grabe bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagadugo lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagadugo gid lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagadugo lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo gid lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo gid lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagadugo bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo gid bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo grabe bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo gid bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo grabe bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo gid bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo grabe bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagadugo kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo gid kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo gid kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo gid kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagadugo mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagadugo gid mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagadugo grabe mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagadugo mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo gid mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo grabe mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo gid mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo grabe mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagadugo baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagadugo gid baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagadugo baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo gid baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo gid baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo grabe baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagadugo dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo gid dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo gid dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo gid dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo grabe dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagadugo liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagadugo gid liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagadugo grabe liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagadugo liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo gid liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo grabe liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo gid liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo grabe liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagadugo siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo gid siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo grabe siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo gid siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo grabe siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo gid siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo grabe siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagadugo tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagadugo tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo gid tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo grabe tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagadugo lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo gid lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo gid lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo gid lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo grabe lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagadugo kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagadugo gid kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagadugo kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo gid kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo gid kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo grabe kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagadugo hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo gid hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo grabe hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo gid hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo grabe hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo gid hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo grabe hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagadugo titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagadugo gid titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagadugo grabe titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagadugo titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo gid titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo grabe titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo gid titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo grabe titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagadugo ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo gid ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo grabe ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo gid ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo grabe ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo gid ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo grabe ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagadugo ulo ko,head bleeding,trauma,Critical,emergency,active
nagadugo gid ulo ko,head bleeding,trauma,Critical,emergency,active
nagadugo grabe ulo ko,head bleeding,trauma,Critical,emergency,active
nagadugo ulo akon,head bleeding,trauma,Critical,emergency,active
nagadugo gid ulo akon,head bleeding,trauma,Critical,emergency,active
nagadugo grabe ulo akon,head bleeding,trauma,Critical,emergency,active
nagadugo ulo ko akon,head bleeding,trauma,Critical,emergency,active
nagadugo gid ulo ko akon,head bleeding,trauma,Critical,emergency,active
nagadugo grabe ulo ko akon,head bleeding,trauma,Critical,emergency,active
grabe gid nagadugo talukap mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid talukap mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe talukap mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo talukap mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid talukap mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe talukap mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo talukap mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid talukap mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe talukap mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo bukongbukong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid bukongbukong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe bukongbukong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo bukongbukong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid bukongbukong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe bukongbukong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo bukongbukong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid bukongbukong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe bukongbukong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo kilid mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid kilid mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe kilid mata ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo kilid mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid kilid mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe kilid mata akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo kilid mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid kilid mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe kilid mata ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dalunggan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dalunggan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dalunggan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dalunggan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dalunggan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dalunggan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dalunggan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dalunggan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dalunggan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ngabil ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ngabil ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ngabil ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ngabil akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ngabil akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ngabil akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ngabil ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ngabil ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ngabil ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dughan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dughan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dughan ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dughan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dughan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dughan akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo dughan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid dughan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe dughan ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo pisngi ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid pisngi ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe pisngi ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo pisngi akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid pisngi akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe pisngi akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo pisngi ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid pisngi ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe pisngi ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo tungod ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid tungod ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe tungod ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo tungod akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid tungod akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe tungod akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo tungod ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid tungod ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe tungod ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo singit ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid singit ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe singit ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo singit akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid singit akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe singit akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo singit ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid singit ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe singit ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ilong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ilong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ilong ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ilong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ilong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ilong akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo ilong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid ilong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe ilong ko akon,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo abaga ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo gid abaga ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo grabe abaga ko,severe bleeding,bleeding,Critical,emergency,active
grabe gid nagadugo abaga akon,severe bleeding,bleeding,Critical,emergency,active
