hiligaynon_term,english_term,medical_category,severity,triage_level,status
buot ko magpakamatay ari ko,penis suicidal ideation,mental_health,Critical,emergency,active
buot ko magpakamatay ari akon,penis suicidal ideation,mental_health,Critical,emergency,active
buot ko magpakamatay ulo ko,head suicidal ideation,mental_health,Critical,emergency,active
buot ko magpakamatay ulo akon,head suicidal ideation,mental_health,Critical,emergency,active
ginkagat sang ido talukap mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido talukap mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bukongbukong ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bukongbukong akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kilid mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kilid mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dalunggan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dalunggan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ngabil ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ngabil akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dughan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dughan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido pisngi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido pisngi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tungod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tungod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido singit ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido singit akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ilong ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ilong akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido abaga ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido abaga akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tiyan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tiyan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido likod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido likod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kamot ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kamot akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tudlo ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tudlo akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tuhod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tuhod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido itlog ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido itlog akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bilat ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bilat akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bilad ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bilad akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido lawas ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido lawas akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bayag ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido bayag akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kipay ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kipay akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido baba ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido baba akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dila ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido dila akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido liog ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido liog akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido siko ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido siko akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tiil ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido tiil akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido lasi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido lasi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kuko ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido kuko akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido hita ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido hita akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido titi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido titi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ari ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ari akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ulo ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ulo akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko,dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko talukap mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko talukap mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bukongbukong ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bukongbukong akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kilid mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kilid mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dalunggan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dalunggan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ngabil ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ngabil akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dughan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dughan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko pisngi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko pisngi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tungod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tungod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko singit ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko singit akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ilong ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ilong akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko abaga ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko abaga akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tiyan ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tiyan akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko likod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko likod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kamot ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kamot akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tudlo ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tudlo akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tuhod ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tuhod akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko itlog ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko itlog akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bilat ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bilat akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bilad ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bilad akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko lawas ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko lawas akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bayag ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko bayag akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kipay ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kipay akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko mata ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko mata akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko baba ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko baba akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dila ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko dila akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko liog ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko liog akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko siko ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko siko akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tiil ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko tiil akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko lasi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko lasi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kuko ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko kuko akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko hita ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko hita akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko titi ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko titi akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ari ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ari akon,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ulo ko,dog bite,infection,Moderate,urgent,active
ginkagat sang ido ko ulo akon,dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido talukap mata ko,eyelid dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido talukap mata akon,eyelid dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bukongbukong ko,ankle dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bukongbukong akon,ankle dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kilid mata ko,eyelid dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kilid mata akon,eyelid dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dalunggan ko,ear dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dalunggan akon,ear dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ngabil ko,lip dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ngabil akon,lip dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dughan ko,chest dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dughan akon,chest dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido pisngi ko,cheek dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido pisngi akon,cheek dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tungod ko,throat dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tungod akon,throat dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido singit ko,groin dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido singit akon,groin dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ilong ko,nose dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ilong akon,nose dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido abaga ko,shoulder dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido abaga akon,shoulder dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tiyan ko,abdomen dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tiyan akon,abdomen dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido likod ko,back dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido likod akon,back dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kamot ko,hand dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kamot akon,hand dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tudlo ko,finger dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tudlo akon,finger dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tuhod ko,knee dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tuhod akon,knee dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido itlog ko,dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido itlog akon,dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bilat ko,vagina dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bilat akon,vagina dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bilad ko,vagina dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bilad akon,vagina dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido lawas ko,body dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido lawas akon,body dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bayag ko,scrotum dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido bayag akon,scrotum dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kipay ko,vulva dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kipay akon,vulva dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido mata ko,eye dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido mata akon,eye dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido baba ko,chin dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido baba akon,chin dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dila ko,tongue dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido dila akon,tongue dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido liog ko,neck dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido liog akon,neck dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido siko ko,elbow dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido siko akon,elbow dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tiil ko,foot dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido tiil akon,foot dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido lasi ko,wound site dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido lasi akon,wound site dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kuko ko,nail dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido kuko akon,nail dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido hita ko,thigh dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido hita akon,thigh dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido titi ko,breast dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido titi akon,breast dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ari ko,penis dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ari akon,penis dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ulo ko,head dog bite,infection,Moderate,urgent,active
ginkagat ko sang ido ulo akon,head dog bite,infection,Moderate,urgent,active
nakuryente ko talukap mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko talukap mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko bukongbukong ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko bukongbukong akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko kilid mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko kilid mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko dalunggan ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko dalunggan akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko ngabil ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko ngabil akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko dughan ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko dughan akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko pisngi ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko pisngi akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko tungod ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko tungod akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko singit ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko singit akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko ilong ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko ilong akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko abaga ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko abaga akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko tiyan ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko tiyan akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko likod ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko likod akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko kamot ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko kamot akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko tudlo ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko tudlo akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko tuhod ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko tuhod akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko itlog ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko itlog akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko bilat ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko bilat akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko bilad ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko bilad akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko lawas ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko lawas akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko bayag ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko bayag akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko kipay ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko kipay akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko baba ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko baba akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko dila ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko dila akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko liog ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko liog akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko siko ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko siko akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko tiil ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko tiil akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko lasi ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko lasi akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko kuko ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko kuko akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko hita ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko hita akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko titi ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko titi akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko ari ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko ari akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko ulo ko,electrical injury,trauma,Critical,emergency,active
nakuryente ko ulo akon,electrical injury,trauma,Critical,emergency,active
nakuryente ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko,electrical injury,trauma,Critical,emergency,active
nakuryente,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko talukap mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko talukap mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bukongbukong ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bukongbukong akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kilid mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kilid mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dalunggan ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dalunggan akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ngabil ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ngabil akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dughan ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dughan akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko pisngi ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko pisngi akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tungod ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tungod akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko singit ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko singit akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ilong ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ilong akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko abaga ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko abaga akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tiyan ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tiyan akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko likod ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko likod akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kamot ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kamot akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tudlo ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tudlo akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tuhod ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tuhod akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko itlog ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko itlog akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bilat ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bilat akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bilad ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bilad akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko lawas ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko lawas akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bayag ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko bayag akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kipay ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kipay akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko baba ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko baba akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dila ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko dila akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko liog ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko liog akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko siko ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko siko akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tiil ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko tiil akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko lasi ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko lasi akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kuko ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko kuko akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko hita ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko hita akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko titi ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko titi akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ari ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ari akon,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ulo ko,electrical injury,trauma,Critical,emergency,active
nakuryente gid ko ulo akon,electrical injury,trauma,Critical,emergency,active
nakuryente talukap mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente talukap mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente bukongbukong ko,electrical injury,trauma,Critical,emergency,active
nakuryente bukongbukong akon,electrical injury,trauma,Critical,emergency,active
nakuryente kilid mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente kilid mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente dalunggan ko,electrical injury,trauma,Critical,emergency,active
nakuryente dalunggan akon,electrical injury,trauma,Critical,emergency,active
nakuryente ngabil ko,electrical injury,trauma,Critical,emergency,active
nakuryente ngabil akon,electrical injury,trauma,Critical,emergency,active
nakuryente dughan ko,electrical injury,trauma,Critical,emergency,active
nakuryente dughan akon,electrical injury,trauma,Critical,emergency,active
nakuryente pisngi ko,electrical injury,trauma,Critical,emergency,active
nakuryente pisngi akon,electrical injury,trauma,Critical,emergency,active
nakuryente tungod ko,electrical injury,trauma,Critical,emergency,active
nakuryente tungod akon,electrical injury,trauma,Critical,emergency,active
nakuryente singit ko,electrical injury,trauma,Critical,emergency,active
nakuryente singit akon,electrical injury,trauma,Critical,emergency,active
nakuryente ilong ko,electrical injury,trauma,Critical,emergency,active
nakuryente ilong akon,electrical injury,trauma,Critical,emergency,active
nakuryente abaga ko,electrical injury,trauma,Critical,emergency,active
nakuryente abaga akon,electrical injury,trauma,Critical,emergency,active
nakuryente tiyan ko,electrical injury,trauma,Critical,emergency,active
nakuryente tiyan akon,electrical injury,trauma,Critical,emergency,active
nakuryente likod ko,electrical injury,trauma,Critical,emergency,active
nakuryente likod akon,electrical injury,trauma,Critical,emergency,active
nakuryente kamot ko,electrical injury,trauma,Critical,emergency,active
nakuryente kamot akon,electrical injury,trauma,Critical,emergency,active
nakuryente tudlo ko,electrical injury,trauma,Critical,emergency,active
nakuryente tudlo akon,electrical injury,trauma,Critical,emergency,active
nakuryente tuhod ko,electrical injury,trauma,Critical,emergency,active
nakuryente tuhod akon,electrical injury,trauma,Critical,emergency,active
nakuryente itlog ko,electrical injury,trauma,Critical,emergency,active
nakuryente itlog akon,electrical injury,trauma,Critical,emergency,active
nakuryente bilat ko,electrical injury,trauma,Critical,emergency,active
nakuryente bilat akon,electrical injury,trauma,Critical,emergency,active
nakuryente bilad ko,electrical injury,trauma,Critical,emergency,active
nakuryente bilad akon,electrical injury,trauma,Critical,emergency,active
nakuryente lawas ko,electrical injury,trauma,Critical,emergency,active
nakuryente lawas akon,electrical injury,trauma,Critical,emergency,active
nakuryente bayag ko,electrical injury,trauma,Critical,emergency,active
nakuryente bayag akon,electrical injury,trauma,Critical,emergency,active
nakuryente kipay ko,electrical injury,trauma,Critical,emergency,active
nakuryente kipay akon,electrical injury,trauma,Critical,emergency,active
nakuryente mata ko,electrical injury,trauma,Critical,emergency,active
nakuryente mata akon,electrical injury,trauma,Critical,emergency,active
nakuryente baba ko,electrical injury,trauma,Critical,emergency,active
nakuryente baba akon,electrical injury,trauma,Critical,emergency,active
nakuryente dila ko,electrical injury,trauma,Critical,emergency,active
nakuryente dila akon,electrical injury,trauma,Critical,emergency,active
nakuryente liog ko,electrical injury,trauma,Critical,emergency,active
