symptom_id,symptom_name,standardized_concept,category,language,local_term,status
1942,Abnormal Number of Hair Swirls,abnormal_number_of_hair_swirls,general,english,,active
1943,Abnormal Number of Hair Whorls,abnormal_number_of_hair_whorls,general,english,,active
1944,Abnormal Number of Incisors,abnormal_number_of_incisors,general,english,,active
1945,Abnormal Number of Lymphocytes,abnormal_number_of_lymphocytes,general,english,,active
1946,Abnormal Number of Natural Killer Cells,abnormal_number_of_natural_killer_cells,general,english,,active
1947,Abnormal Number of Permanent Teeth,abnormal_number_of_permanent_teeth,general,english,,active
1948,Abnormal Number of Secondary Dentition,abnormal_number_of_secondary_dentition,general,english,,active
1949,Abnormal Number of T Cells,abnormal_number_of_t_cells,general,english,,active
1950,Abnormal Number of Teeth,abnormal_number_of_teeth,general,english,,active
1951,Abnormal Number of Tubercles,abnormal_number_of_tubercles,general,english,,active
1952,Abnormal Number of Vertebrae,abnormal_number_of_vertebrae,general,english,,active
1953,Abnormal Numbers of B Cells,abnormal_numbers_of_b_cells,general,english,,active
1954,Abnormal Numbers of Lymphocytes,abnormal_numbers_of_lymphocytes,general,english,,active
1955,Abnormal O2 Blood Concentration,abnormal_o2_blood_concentration,general,english,,active
1956,Abnormal O2 Level in Cord Blood,abnormal_o2_level_in_cord_blood,general,english,,active
1957,Abnormal Oblique Muscle Physiology,abnormal_oblique_muscle_physiology,general,english,,active
1958,Abnormal Occipital Bone Morphology,abnormal_occipital_bone_morphology,general,english,,active
1959,Abnormal Occipitofrontal Diameter,abnormal_occipitofrontal_diameter,general,english,,active
1960,Abnormal OCT-measured Foveal Thickness,abnormal_oct-measured_foveal_thickness,general,english,,active
1961,Abnormal OCT-measured Macular Thickness,abnormal_oct-measured_macular_thickness,general,english,,active
1962,Abnormal Ocular Adnexa Morphology,abnormal_ocular_adnexa_morphology,general,english,,active
1963,Abnormal Ocular Adnexa Physiology,abnormal_ocular_adnexa_physiology,general,english,,active
1964,Abnormal Ocular Alignment,abnormal_ocular_alignment,general,english,,active
1965,Abnormal Ocular Movements,abnormal_ocular_movements,general,english,,active
1966,Abnormal Oculomotor Study,abnormal_oculomotor_study,general,english,,active
1967,Abnormal Odontoid Peg,abnormal_odontoid_peg,general,english,,active
1968,Abnormal Odontoid Process,abnormal_odontoid_process,general,english,,active
1969,Abnormal Odontoid Process Morphology,abnormal_odontoid_process_morphology,general,english,,active
1970,Abnormal Odontoid Tissue Morphology,abnormal_odontoid_tissue_morphology,general,english,,active
1971,Abnormal Oesophagus Morphology,abnormal_oesophagus_morphology,general,english,,active
1972,Abnormal Oestrogen Level,abnormal_oestrogen_level,general,english,,active
1973,Abnormal of Morphology of Nose,abnormal_of_morphology_of_nose,general,english,,active
1974,Abnormal of Nasal Shape,abnormal_of_nasal_shape,general,english,,active
1975,Abnormal of Shape of Nose,abnormal_of_shape_of_nose,general,english,,active
1976,Abnormal Olecranon Morphology,abnormal_olecranon_morphology,general,english,,active
1977,Abnormal Olfactory Lobe Morphology,abnormal_olfactory_lobe_morphology,general,english,,active
1978,Abnormal Oligodendroglia Morphology,abnormal_oligodendroglia_morphology,general,english,,active
1979,Abnormal Onset of Bleeding,abnormal_onset_of_bleeding,general,english,,active
1980,Abnormal Oocyte Morphology,abnormal_oocyte_morphology,general,english,,active
1981,Abnormal Optic Chiasm Morphology,abnormal_optic_chiasm_morphology,general,english,,active
1982,Abnormal Optic Disc Morphology,abnormal_optic_disc_morphology,general,english,,active
1983,Abnormal Optic Disc Vasculature Morphology,abnormal_optic_disc_vasculature_morphology,general,english,,active
1984,Abnormal Optic Nerve Morphology,abnormal_optic_nerve_morphology,general,english,,active
1985,Abnormal Optical Coherence Tomography,abnormal_optical_coherence_tomography,general,english,,active
1986,Abnormal Oral Cavity Morphology,abnormal_oral_cavity_morphology,general,english,,active
1987,Abnormal Oral Frenulum Morphology,abnormal_oral_frenulum_morphology,general,english,,active
1988,Abnormal Oral Glucose Tolerance,abnormal_oral_glucose_tolerance,general,english,,active
1989,Abnormal Oral Morphology,abnormal_oral_morphology,general,english,,active
1990,Abnormal Oral Mucosa Morphology,abnormal_oral_mucosa_morphology,general,english,,active
1991,Abnormal Oral Physiology,abnormal_oral_physiology,general,english,,active
1992,Abnormal Ornithine Levels in Cerebrospinal Fluid,abnormal_ornithine_levels_in_cerebrospinal_fluid,general,english,,active
1993,Abnormal Ossification Involving Metacarpal Bones,abnormal_ossification_involving_metacarpal_bones,general,english,,active
1994,Abnormal Ossification Involving Metatarsal Bones,abnormal_ossification_involving_metatarsal_bones,general,english,,active
1995,Abnormal Ossification Involving the Bones of the Pelvis,abnormal_ossification_involving_the_bones_of_the_pelvis,general,english,,active
1996,Abnormal Ossification Involving the Femoral Head and Neck,abnormal_ossification_involving_the_femoral_head_and_neck,general,english,,active
1997,Abnormal Ossification of Hand Bones,abnormal_ossification_of_hand_bones,general,english,,active
1998,Abnormal Ossification of Tarsal Bones,abnormal_ossification_of_tarsal_bones,general,english,,active
1999,Abnormal Ossification of the Ischium,abnormal_ossification_of_the_ischium,general,english,,active
2000,Abnormal Ossification of the Pubic Bone,abnormal_ossification_of_the_pubic_bone,general,english,,active
2001,Abnormal Ossification of the Sacrum,abnormal_ossification_of_the_sacrum,general,english,,active
2002,Abnormal Ossification of the Scaphoid,abnormal_ossification_of_the_scaphoid,general,english,,active
2003,Abnormal Ossification of the Trapezium,abnormal_ossification_of_the_trapezium,general,english,,active
2004,Abnormal Ossification of the Trapezoid Bone,abnormal_ossification_of_the_trapezoid_bone,general,english,,active
2005,Abnormal Osteoclast Count,abnormal_osteoclast_count,general,english,,active
2006,Abnormal Ovarian Morphology,abnormal_ovarian_morphology,general,english,,active
2007,Abnormal Ovarian Physiology,abnormal_ovarian_physiology,general,english,,active
2008,Abnormal Oxygen Amount in Umbilical Cord Blood,abnormal_oxygen_amount_in_umbilical_cord_blood,general,english,,active
2009,Abnormal Oxygen Level in Cord Blood,abnormal_oxygen_level_in_cord_blood,general,english,,active
2010,Abnormal P Wave,abnormal_p_wave,general,english,,active
2011,Abnormal P50/N95 Ratio of Pattern Electroretinogram,abnormal_p50/n95_ratio_of_pattern_electroretinogram,general,english,,active
2012,Abnormal Palate Morphology,abnormal_palate_morphology,general,english,,active
2013,Abnormal Palatine Bone Morphology,abnormal_palatine_bone_morphology,general,english,,active
2014,Abnormal Palm Morphology,abnormal_palm_morphology,general,english,,active
2015,Abnormal Palmar Dermal Ridges,abnormal_palmar_dermal_ridges,general,english,,active
2016,Abnormal Palmar Dermatoglyphics,abnormal_palmar_dermatoglyphics,general,english,,active
2017,Abnormal Pancreas Location,abnormal_pancreas_location,general,english,,active
2018,Abnormal Pancreas Morphology,abnormal_pancreas_morphology,general,english,,active
2019,Abnormal Pancreas Size,abnormal_pancreas_size,general,english,,active
2020,Abnormal Pancreatic Acinus Morphology,abnormal_pancreatic_acinus_morphology,general,english,,active
2021,Abnormal Pancreatic Duct Morphology,abnormal_pancreatic_duct_morphology,general,english,,active
2022,Abnormal Papillary Muscle Morphology,abnormal_papillary_muscle_morphology,general,english,,active
2023,Abnormal Paracentral Response of Multifocal Electroretinogram,abnormal_paracentral_response_of_multifocal_electroretinogram,general,english,,active
2024,Abnormal Paranasal Sinus Morphology,abnormal_paranasal_sinus_morphology,general,english,,active
2025,Abnormal Parathyroid Morphology,abnormal_parathyroid_morphology,general,english,,active
2026,Abnormal Parietal Bone Morphology,abnormal_parietal_bone_morphology,general,english,,active
2027,Abnormal Parotid Gland Morphology,abnormal_parotid_gland_morphology,general,english,,active
2028,Abnormal Partial Thromboplastin Time,abnormal_partial_thromboplastin_time,general,english,,active
2029,Abnormal Patella Morphology,abnormal_patella_morphology,general,english,,active
2030,Abnormal Pattern Electroretinogram,abnormal_pattern_electroretinogram,general,english,,active
2031,Abnormal Pattern of Respiration,abnormal_pattern_of_respiration,general,english,,active
2032,Abnormal Pec Muscles,abnormal_pec_muscles,general,english,,active
2033,Abnormal Pectoral Muscle Morphology,abnormal_pectoral_muscle_morphology,general,english,,active
2034,Abnormal Peer Relationships,abnormal_peer_relationships,general,english,,active
2035,Abnormal Pelli Robson Contrast Sensitivity Chart Test,abnormal_pelli_robson_contrast_sensitivity_chart_test,general,english,,active
2036,Abnormal Pelvic Girdle Bone Morphology,abnormal_pelvic_girdle_bone_morphology,general,english,,active
2037,Abnormal Pelvis Bone Morphology,abnormal_pelvis_bone_morphology,general,english,,active
2038,Abnormal Pelvis Bone Ossification,abnormal_pelvis_bone_ossification,general,english,,active
2039,Abnormal Penis Morphology,abnormal_penis_morphology,general,english,,active
2040,Abnormal Perceptual State,abnormal_perceptual_state,general,english,,active
2041,Abnormal Periauricular Region Morphology,abnormal_periauricular_region_morphology,general,english,,active
2042,Abnormal Pericardium Morphology,abnormal_pericardium_morphology,general,english,,active
2043,Abnormal Perifollicular Morphology,abnormal_perifollicular_morphology,general,english,,active
2044,Abnormal Periodontium Morphology,abnormal_periodontium_morphology,general,english,,active
2045,Abnormal Periosteum Morphology,abnormal_periosteum_morphology,general,english,,active
2046,Abnormal Peripapillary Microvascular Network,abnormal_peripapillary_microvascular_network,general,english,,active
2047,Abnormal Peripheral Action Potential Amplitude,abnormal_peripheral_action_potential_amplitude,general,english,,active
2048,Abnormal Peripheral Myelination,abnormal_peripheral_myelination,general,english,,active
2049,Abnormal Peripheral Nerve Morphology By Anatomical Site,abnormal_peripheral_nerve_morphology_by_anatomical_site,general,english,,active
2050,Abnormal Peripheral Nervous System Ganglion Morphology,abnormal_peripheral_nervous_system_ganglion_morphology,general,english,,active
2051,Abnormal Peripheral Nervous System Morphology,abnormal_peripheral_nervous_system_morphology,general,english,,active
2052,Abnormal Peripheral Nervous System Physiology,abnormal_peripheral_nervous_system_physiology,general,english,,active
2053,Abnormal Peripheral Nervous System Structure,abnormal_peripheral_nervous_system_structure,general,english,,active
2054,Abnormal Peripheral Nervous System Synaptic Transmission,abnormal_peripheral_nervous_system_synaptic_transmission,general,english,,active
2055,Abnormal Peristalsis,abnormal_peristalsis,general,english,,active
2056,Abnormal Peritoneum Morphology,abnormal_peritoneum_morphology,general,english,,active
2057,Abnormal Peritubular Capillary Morphology,abnormal_peritubular_capillary_morphology,general,english,,active
2058,Abnormal Periungual Morphology,abnormal_periungual_morphology,general,english,,active
2059,Abnormal Periventricular White Matter Morphology,abnormal_periventricular_white_matter_morphology,general,english,,active
2060,Abnormal Permanent Molar Morphology,abnormal_permanent_molar_morphology,general,english,,active
2061,Abnormal Permanent Tooth Count,abnormal_permanent_tooth_count,general,english,,active
2062,Abnormal Peroxisomal Morphology,abnormal_peroxisomal_morphology,general,english,,active
2063,Abnormal Phagocytosis,abnormal_phagocytosis,general,english,,active
2064,Abnormal Phalangeal Joint Morphology of the Hand,abnormal_phalangeal_joint_morphology_of_the_hand,general,english,,active
2065,Abnormal Pharynx Morphology,abnormal_pharynx_morphology,general,english,,active
2066,Abnormal Pharynx Physiology,abnormal_pharynx_physiology,general,english,,active
2067,Abnormal Phenylalanine Levels in Cerebrospinal Fluid,abnormal_phenylalanine_levels_in_cerebrospinal_fluid,general,english,,active
2068,Abnormal Philtrum,abnormal_philtrum,general,english,,active
2069,Abnormal Phosphoribosylpyrophosphate Synthetase Level,abnormal_phosphoribosylpyrophosphate_synthetase_level,general,english,,active
2070,Abnormal Phytanic Acid to Pristanic Acid Ratio,abnormal_phytanic_acid_to_pristanic_acid_ratio,general,english,,active
2071,Abnormal Phytanic Acid:pristanic Acid Ratio,abnormal_phytanic_acid:pristanic_acid_ratio,general,english,,active
2072,Abnormal Pia Mater,abnormal_pia_mater,general,english,,active
2073,Abnormal Pigmentation,abnormal_pigmentation,general,english,,active
2074,Abnormal Pigmentation in Sun-exposed Skin,abnormal_pigmentation_in_sun-exposed_skin,general,english,,active
2075,Abnormal Pigmentation of Oral Cavity,abnormal_pigmentation_of_oral_cavity,general,english,,active
2076,Abnormal Pigmentation of Oral Mucous Membrane,abnormal_pigmentation_of_oral_mucous_membrane,general,english,,active
2077,Abnormal Pigmentation of the Oral Mucosa,abnormal_pigmentation_of_the_oral_mucosa,general,english,,active
2078,Abnormal Pigmentation of the Oral Mucosa/gingivae,abnormal_pigmentation_of_the_oral_mucosa/gingivae,general,english,,active
2079,Abnormal Pineal Melatonin Secretion,abnormal_pineal_melatonin_secretion,general,english,,active
2080,Abnormal Pineal Morphology,abnormal_pineal_morphology,general,english,,active
2081,Abnormal Pineal Volume,abnormal_pineal_volume,general,english,,active
2082,Abnormal Pinhole Visual Acuity Test,abnormal_pinhole_visual_acuity_test,general,english,,active
2083,Abnormal Pinna Morphology,abnormal_pinna_morphology,general,english,,active
2084,Abnormal Pinnae,abnormal_pinnae,general,english,,active
2085,Abnormal Pitch,abnormal_pitch,general,english,,active
2086,Abnormal Pituitary Gland Morphology,abnormal_pituitary_gland_morphology,general,english,,active
2087,Abnormal Pituitary Glycoprotein Hormone Alpha Subunit Level,abnormal_pituitary_glycoprotein_hormone_alpha_subunit_level,general,english,,active
2088,Abnormal Pituitary Stalk Morphology,abnormal_pituitary_stalk_morphology,general,english,,active
2089,Abnormal Placenta Morphology,abnormal_placenta_morphology,general,english,,active
2090,Abnormal Placental Adhesion Into the Uterine Wall,abnormal_placental_adhesion_into_the_uterine_wall,general,english,,active
2091,Abnormal Placental Membrane Morphology,abnormal_placental_membrane_morphology,general,english,,active
2092,Abnormal Placental Pentration Beyond the Uterine Wall,abnormal_placental_pentration_beyond_the_uterine_wall,general,english,,active
2093,Abnormal Placental Size,abnormal_placental_size,general,english,,active
2094,Abnormal Plantar Dermatoglyphics,abnormal_plantar_dermatoglyphics,general,english,,active
2095,Abnormal Plasma Aldosterone,abnormal_plasma_aldosterone,general,english,,active
2096,Abnormal Plasma Cell Count,abnormal_plasma_cell_count,general,english,,active
2097,Abnormal Plasma Ferritin,abnormal_plasma_ferritin,general,english,,active
2098,Abnormal Plasma Renin,abnormal_plasma_renin,general,english,,active
2099,Abnormal Plasma Viscosity,abnormal_plasma_viscosity,general,english,,active
2100,Abnormal Plasmablast Proportion,abnormal_plasmablast_proportion,general,english,,active
2101,Abnormal Platelet Aggregation,abnormal_platelet_aggregation,general,english,,active
2102,Abnormal Platelet Alpha Granule Secretion,abnormal_platelet_alpha_granule_secretion,general,english,,active
2103,Abnormal Platelet ATP Dense Granule Secretion,abnormal_platelet_atp_dense_granule_secretion,general,english,,active
2104,Abnormal Platelet Count,abnormal_platelet_count,general,english,,active
2105,Abnormal Platelet Dense Granule ATP/ADP Ratio,abnormal_platelet_dense_granule_atp/adp_ratio,general,english,,active
2106,Abnormal Platelet Dense Granule Secretion,abnormal_platelet_dense_granule_secretion,general,english,,active
2107,Abnormal Platelet Function,abnormal_platelet_function,general,english,,active
2108,Abnormal Platelet Granule Secretion,abnormal_platelet_granule_secretion,general,english,,active
2109,Abnormal Platelet Granules,abnormal_platelet_granules,general,english,,active
2110,Abnormal Platelet Lysosome Secretion,abnormal_platelet_lysosome_secretion,general,english,,active
2111,Abnormal Platelet Membrane Protein Expression,abnormal_platelet_membrane_protein_expression,general,english,,active
2112,Abnormal Platelet Morphology,abnormal_platelet_morphology,general,english,,active
2113,Abnormal Platelet Phosphatidylserine Exposure,abnormal_platelet_phosphatidylserine_exposure,general,english,,active
2114,Abnormal Platelet Shape,abnormal_platelet_shape,general,english,,active
2115,Abnormal Platelet Volume,abnormal_platelet_volume,general,english,,active
2116,Abnormal Platysma Muscle Morphology,abnormal_platysma_muscle_morphology,general,english,,active
2117,Abnormal Play,abnormal_play,general,english,,active
2118,Abnormal Pleura Morphology,abnormal_pleura_morphology,general,english,,active
2119,Abnormal PNS Synaptic Transmission,abnormal_pns_synaptic_transmission,general,english,,active
2120,Abnormal Podocyte Morphology,abnormal_podocyte_morphology,general,english,,active
2121,Abnormal Pons Morphology,abnormal_pons_morphology,general,english,,active
2122,Abnormal Portal Venous System Morphology,abnormal_portal_venous_system_morphology,general,english,,active
2123,Abnormal Position of Hair Whorl,abnormal_position_of_hair_whorl,general,english,,active
2124,Abnormal Position of the Lacrimal Punctum,abnormal_position_of_the_lacrimal_punctum,general,english,,active
2125,Abnormal Posterior Circulating Artery Morphology,abnormal_posterior_circulating_artery_morphology,general,english,,active
2126,Abnormal Posterior Cranial Fossa Morphology,abnormal_posterior_cranial_fossa_morphology,general,english,,active
2127,Abnormal Posterior Eye Segment Morphology,abnormal_posterior_eye_segment_morphology,general,english,,active
2128,Abnormal Posterior Periventricular White Matter Morphology,abnormal_posterior_periventricular_white_matter_morphology,general,english,,active
2129,Abnormal Posterior Pituitary Morphogenesis,abnormal_posterior_pituitary_morphogenesis,general,english,,active
2130,Abnormal Posterior Segment Imaging,abnormal_posterior_segment_imaging,general,english,,active
2131,Abnormal Posterior Semicircular Canal Morphology,abnormal_posterior_semicircular_canal_morphology,general,english,,active
2132,Abnormal Postural Reaction,abnormal_postural_reaction,general,english,,active
2133,Abnormal Postural Reflex,abnormal_postural_reflex,general,english,,active
2134,Abnormal Posture,abnormal_posture,general,english,,active
2135,Abnormal Posturing,abnormal_posturing,general,english,,active
2136,Abnormal PR Interval,abnormal_pr_interval,general,english,,active
2137,Abnormal PR Segment,abnormal_pr_segment,general,english,,active
2138,Abnormal Preimplantation Embryonic Development,abnormal_preimplantation_embryonic_development,general,english,,active
2139,Abnormal Premolar Morphology,abnormal_premolar_morphology,general,english,,active
2140,Abnormal Preoccupation,abnormal_preoccupation,general,english,,active
2141,Abnormal Preputium Morphology,abnormal_preputium_morphology,general,english,,active
2142,Abnormal Presence of Ultra-large Von Willebrand Factor Multimers,abnormal_presence_of_ultra-large_von_willebrand_factor_multimers,general,english,,active
2143,Abnormal Primary Molar Morphology,abnormal_primary_molar_morphology,general,english,,active
2144,Abnormal Prints On Feet,abnormal_prints_on_feet,general,english,,active
2145,Abnormal Probe-to-bone Test,abnormal_probe-to-bone_test,general,english,,active
2146,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,general,english,,active
2147,Abnormal Prolactin Level,abnormal_prolactin_level,general,english,,active
2148,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,general,english,,active
2149,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19+/cd21low_b_cells,general,english,,active
2150,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19+cd27+igd-_cells,general,english,,active
2151,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19+cd38+igm+_cells,general,english,,active
2152,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4+_memory_t_cells,general,english,,active
2153,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4+_t_cells,general,english,,active
2154,Abnormal Proportion of CD4+CD29+ Cells,abnormal_proportion_of_cd4+cd29+_cells,general,english,,active
2155,Abnormal Proportion of CD4+CD45RA+ Cells,abnormal_proportion_of_cd4+cd45ra+_cells,general,english,,active
2156,Abnormal Proportion of CD4-positive Helper T Cells,abnormal_proportion_of_cd4-positive_helper_t_cells,general,english,,active
2157,Abnormal Proportion of CD4-positive Memory T Cells,abnormal_proportion_of_cd4-positive_memory_t_cells,general,english,,active
2158,Abnormal Proportion of CD4-positive T Cells,abnormal_proportion_of_cd4-positive_t_cells,general,english,,active
2159,"Abnormal Proportion of CD4-positive, Alpha-beta T Cells","abnormal_proportion_of_cd4-positive,_alpha-beta_t_cells",general,english,,active
2160,Abnormal Proportion of CD8+ T Cells,abnormal_proportion_of_cd8+_t_cells,general,english,,active
2161,Abnormal Proportion of CD8-positive Memory T Cells,abnormal_proportion_of_cd8-positive_memory_t_cells,general,english,,active
2162,Abnormal Proportion of CD8-positive T Cells,abnormal_proportion_of_cd8-positive_t_cells,general,english,,active
2163,Abnormal Proportion of CD8-positive TEMRA T Cells,abnormal_proportion_of_cd8-positive_temra_t_cells,general,english,,active
2164,"Abnormal Proportion of CD8-positive, Alpha-beta T Cells","abnormal_proportion_of_cd8-positive,_alpha-beta_t_cells",general,english,,active
2165,Abnormal Proportion of Central Memory CD8-positive T Cells,abnormal_proportion_of_central_memory_cd8-positive_t_cells,general,english,,active
2166,Abnormal Proportion of Circulating T-helper Cells,abnormal_proportion_of_circulating_t-helper_cells,general,english,,active
2167,Abnormal Proportion of Class-switched Memory B Cells,abnormal_proportion_of_class-switched_memory_b_cells,general,english,,active
2168,Abnormal Proportion of Double-negative Regulatory T Cell,abnormal_proportion_of_double-negative_regulatory_t_cell,general,english,,active
2169,Abnormal Proportion of Effector Memory CD8-positive T Cells,abnormal_proportion_of_effector_memory_cd8-positive_t_cells,general,english,,active
2170,Abnormal Proportion of Exhausted T Cells,abnormal_proportion_of_exhausted_t_cells,general,english,,active
2171,Abnormal Proportion of Gamma-delta T Cells,abnormal_proportion_of_gamma-delta_t_cells,general,english,,active
2172,Abnormal Proportion of Gamma-delta T Lymphocytes,abnormal_proportion_of_gamma-delta_t_lymphocytes,general,english,,active
2173,Abnormal Proportion of Gammadelta T Cells,abnormal_proportion_of_gammadelta_t_cells,general,english,,active
2174,Abnormal Proportion of HLA DR+ CD4+ T Cells,abnormal_proportion_of_hla_dr+_cd4+_t_cells,general,english,,active
2175,Abnormal Proportion of HLA DR+ CD8+ T Cells,abnormal_proportion_of_hla_dr+_cd8+_t_cells,general,english,,active
2176,Abnormal Proportion of Immature B Cells,abnormal_proportion_of_immature_b_cells,general,english,,active
2177,Abnormal Proportion of Marginal Zone B Cells,abnormal_proportion_of_marginal_zone_b_cells,general,english,,active
2178,Abnormal Proportion of Memory B Cells,abnormal_proportion_of_memory_b_cells,general,english,,active
2179,Abnormal Proportion of Memory T Cells,abnormal_proportion_of_memory_t_cells,general,english,,active
2180,Abnormal Proportion of Naive B Cells,abnormal_proportion_of_naive_b_cells,general,english,,active
2181,Abnormal Proportion of Naive CD4 T Cells,abnormal_proportion_of_naive_cd4_t_cells,general,english,,active
2182,Abnormal Proportion of Naive CD8 T Cells,abnormal_proportion_of_naive_cd8_t_cells,general,english,,active
2183,Abnormal Proportion of Naive T Cells,abnormal_proportion_of_naive_t_cells,general,english,,active
2184,"Abnormal Proportion of Naive Thymus-derived CD4-positive, Alpha-beta T Cells","abnormal_proportion_of_naive_thymus-derived_cd4-positive,_alpha-beta_t_cells",general,english,,active
2185,"Abnormal Proportion of Naive Thymus-derived, Alpha-beta T Cells","abnormal_proportion_of_naive_thymus-derived,_alpha-beta_t_cells",general,english,,active
2186,Abnormal Proportion of Non-class-switched Memory B Cells,abnormal_proportion_of_non-class-switched_memory_b_cells,general,english,,active
2187,Abnormal Proportion of Regulatory T Cells,abnormal_proportion_of_regulatory_t_cells,general,english,,active
2188,Abnormal Proportion of RTE CD4+ T Cells,abnormal_proportion_of_rte_cd4+_t_cells,general,english,,active
2189,Abnormal Proportion of Transitional B Cells,abnormal_proportion_of_transitional_b_cells,general,english,,active
2190,Abnormal Proportion of Unswitched Memory B Cells,abnormal_proportion_of_unswitched_memory_b_cells,general,english,,active
2191,Abnormal Prosody,abnormal_prosody,general,english,,active
2192,Abnormal Prostate Morphology,abnormal_prostate_morphology,general,english,,active
2193,Abnormal Protein Glycosylation,abnormal_protein_glycosylation,general,english,,active
2194,Abnormal Protein N-linked Glycosylation,abnormal_protein_n-linked_glycosylation,general,english,,active
2195,Abnormal Protein O-linked Glycosylation,abnormal_protein_o-linked_glycosylation,general,english,,active
2196,Abnormal Prothrombin Time,abnormal_prothrombin_time,general,english,,active
2197,Abnormal Proximal Convoluted Tubule Morphology,abnormal_proximal_convoluted_tubule_morphology,general,english,,active
2198,Abnormal Proximal Femoral Metaphysis Morphology,abnormal_proximal_femoral_metaphysis_morphology,general,english,,active
2199,Abnormal Proximal Phalanx Morphology of the Hand,abnormal_proximal_phalanx_morphology_of_the_hand,general,english,,active
2200,Abnormal Proximal Radial Epiphysis Morphology,abnormal_proximal_radial_epiphysis_morphology,general,english,,active
2201,Abnormal Proximal Ulnar Epiphysis Morphology,abnormal_proximal_ulnar_epiphysis_morphology,general,english,,active
2202,Abnormal Psychotic Pattern,abnormal_psychotic_pattern,general,english,,active
2203,Abnormal PT,abnormal_pt,general,english,,active
2204,Abnormal Pubic Bone Morphology,abnormal_pubic_bone_morphology,general,english,,active
2205,Abnormal Pulmonary Alveolar System Development,abnormal_pulmonary_alveolar_system_development,general,english,,active
2206,Abnormal Pulmonary Alveolar System Morphology,abnormal_pulmonary_alveolar_system_morphology,general,english,,active
2207,Abnormal Pulmonary Artery Morphology,abnormal_pulmonary_artery_morphology,general,english,,active
2208,Abnormal Pulmonary Artery Physiology,abnormal_pulmonary_artery_physiology,general,english,,active
2209,Abnormal Pulmonary Circulation,abnormal_pulmonary_circulation,general,english,,active
2210,Abnormal Pulmonary Fissure Architecture,abnormal_pulmonary_fissure_architecture,general,english,,active
2211,Abnormal Pulmonary Fissure Count,abnormal_pulmonary_fissure_count,general,english,,active
2212,Abnormal Pulmonary Fissure Morphology,abnormal_pulmonary_fissure_morphology,general,english,,active
2213,Abnormal Pulmonary Function Test,abnormal_pulmonary_function_test,general,english,,active
2214,Abnormal Pulmonary Interstitial Morphology,abnormal_pulmonary_interstitial_morphology,general,english,,active
2215,Abnormal Pulmonary Lobation,abnormal_pulmonary_lobation,general,english,,active
2216,Abnormal Pulmonary Lymphatics,abnormal_pulmonary_lymphatics,general,english,,active
2217,Abnormal Pulmonary Situs Morphology,abnormal_pulmonary_situs_morphology,general,english,,active
2218,Abnormal Pulmonary Thoracic Imaging Finding,abnormal_pulmonary_thoracic_imaging_finding,general,english,,active
2219,Abnormal Pulmonary Type II Cell Morphology,abnormal_pulmonary_type_ii_cell_morphology,general,english,,active
2220,Abnormal Pulmonary Valve Cusp Morphology,abnormal_pulmonary_valve_cusp_morphology,general,english,,active
2221,Abnormal Pulmonary Valve Morphology,abnormal_pulmonary_valve_morphology,general,english,,active
2222,Abnormal Pulmonary Valve Physiology,abnormal_pulmonary_valve_physiology,general,english,,active
2223,Abnormal Pulmonary Vein Morphology,abnormal_pulmonary_vein_morphology,general,english,,active
2224,Abnormal Pulmonary Vein Physiology,abnormal_pulmonary_vein_physiology,general,english,,active
2225,Abnormal Pulse,abnormal_pulse,general,english,,active
2226,Abnormal Pulse Pressure,abnormal_pulse_pressure,general,english,,active
2227,Abnormal Pupil Morphology,abnormal_pupil_morphology,general,english,,active
2228,Abnormal Pupil Shape,abnormal_pupil_shape,general,english,,active
2229,Abnormal Pupillary Function,abnormal_pupillary_function,general,english,,active
2230,Abnormal Pupillary Light Reflex,abnormal_pupillary_light_reflex,general,english,,active
2231,Abnormal Pupillary Morphology,abnormal_pupillary_morphology,general,english,,active
2232,Abnormal Putamen Morphology,abnormal_putamen_morphology,general,english,,active
2233,Abnormal Pyramidal Sign,abnormal_pyramidal_sign,general,english,,active
2234,Abnormal Pyramidal Tract Morphology,abnormal_pyramidal_tract_morphology,general,english,,active
2235,Abnormal Pyruvate-family Amino Acid Levels in Cerebrospinal Fluid,abnormal_pyruvate-family_amino_acid_levels_in_cerebrospinal_fluid,general,english,,active
2236,Abnormal Q Wave,abnormal_q_wave,general,english,,active
2237,Abnormal QRS Axis,abnormal_qrs_axis,general,english,,active
2238,Abnormal QRS Complex,abnormal_qrs_complex,general,english,,active
2239,Abnormal QRS Voltage,abnormal_qrs_voltage,general,english,,active
2240,Abnormal QT Interval,abnormal_qt_interval,general,english,,active
2241,Abnormal Quality of Facial Expression,abnormal_quality_of_facial_expression,general,english,,active
2242,Abnormal R Wave,abnormal_r_wave,general,english,,active
2243,Abnormal Radial Artery Morphology,abnormal_radial_artery_morphology,general,english,,active
2244,Abnormal Radial Epiphysis Morphology,abnormal_radial_epiphysis_morphology,general,english,,active
