hiligaynon_term,english_term,medical_category,severity,triage_level,status
gakatol gid bilat ko gid ko,vaginal itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid bilat ko ko,vaginal itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid bilat ko ko gid,vaginal itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlog ko ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid itlug ko ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay ako,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay akon,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay akon gid,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay akon subong,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay gid ko,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay ko,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol gid kipay ko gid,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlog ko ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko ako,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko akon,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko akon gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko akon subong,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko gid ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko ko,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol itlug ko ko gid,testicular itching,male_reproductive_symptom,Mild,non_urgent,active
gakatol kipay ako,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay akon,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay akon gid,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay akon subong,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay gid ko,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay ko,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gakatol kipay ko gid,vulvar itching,female_reproductive_symptom,Mild,non_urgent,active
gapula acun itlog,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula acun itlog ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula acun itlug,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula acun itlug ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon ari,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon ari ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon ary,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon ary ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon bilad,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula akon bilad ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula akon bilat,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula akon bilat ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula akon itlog,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon itlog ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon itlog ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon itlug,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon itlug ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula akon itlug ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ako,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari akon,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari akon gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari akon subong,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari gid ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko ako,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko akon,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko akon gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko akon subong,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko gid ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ari ko ko gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ako,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary akon,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary akon gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary akon subong,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary gid ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko ako,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko akon,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko akon gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko akon subong,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko gid ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko ko,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula ary ko ko gid,penile redness,male_reproductive_symptom,Moderate,urgent,active
gapula bilad ako,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad akon,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad akon gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad akon subong,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad gid ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko ako,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko akon,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko akon gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko akon subong,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko gid ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilad ko ko gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ako,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat akon,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat akon gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat akon subong,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat gid ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko ako,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko akon,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko akon gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko akon subong,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko gid ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko ko,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula bilat ko ko gid,vaginal redness,female_reproductive_symptom,Moderate,urgent,active
gapula itlog acun,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog acun gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog acun subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog gid ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko acun,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko acun gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko acun subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ko ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlog ku ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug acun,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug acun gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug acun subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug gid ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko acun,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko acun gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko acun subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ko ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku ako,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku akon,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku akon gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku akon subong,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku gid ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku ko,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gapula itlug ku ko gid,testicular redness,male_reproductive_symptom,Moderate,urgent,active
gasakit acun itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit acun itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit acun itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit acun itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon ari,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon ary,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon bayag,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon bilad,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit akon bilad ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit akon bilat,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit akon bilat ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit akon itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon itlog ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon itlug ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit akon kipay,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
gasakit akon singit,groin pain,musculoskeletal,Moderate,urgent,active
gasakit ari ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ari ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit ary ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag ako,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag akon,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag akon gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag akon subong,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag gid ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bayag ko gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit bilad ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilad ko ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit bilat ko ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid acun itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid acun itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid acun itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid acun itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon ari,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon ary,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon bayag,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon bilad,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid akon bilad ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid akon bilat,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid akon bilat ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlog ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon itlug ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid akon kipay,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid akon singit,groin pain,musculoskeletal,Moderate,urgent,active
gasakit gid ari ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ari ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid ary ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag ako,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag akon,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag akon gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag akon subong,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag gid ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bayag ko gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
gasakit gid bilad ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
gasakit gid bilad akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
